GID,GID_hr,HER_hr_montype,HR_type,HR_description,HR_age,HR_sex,HR_condition,HR_completeness,HR_posture,HR_orientation,HR_rite
72104,71035,,Inhumation,"Below upper female burial in an oblong grave, an old woman on right side with bronze awl behind head. Hands to face",Old Adult >40,Female,Articulated,Unknown,Crouched (facing right),SW-NE,Unknown
72104,71036,,Inhumation,In lower grave were the disturbed bomes of a younger person - above breast of female and slightly disarticulated; possibly placed into grave without flesh,Child 3-13,Indeterminate (Child),Disarticulated,Unknown,Unknown,Unknown,Unknown
72070,71037,,Cremation,"<Whimster 1981, 478>: Calcined bones and ash",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
40143,71038,,Inhumation,"Older woman with head to NE and hands crossed on stomach, and FV behind head made of badly-wrought clay",Old Adult >40,Female,Articulated,Almost complete,Crouched (facing right),NE-SW,Unknown
72106,71039,,Inhumation,There were some disturbed human bones In centre above FV burial that may have been disturbed by its insertion as they were accompanied by several fragments of a Beaker.,Adult 19-39,Unknown,Disturbed,Unknown,Unknown,Unknown,Unknown
72107,71040,,Inhumation,"as adult made with strongly made bones, knees resting on edge of grave and hands crossed  over each other & on hips; laid on wood. Suffered from exotosis; ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),SE-NW,Unknown
72107,71041,,Inhumation,Old man at E end of large central grave hands to face and wooden bier under body ,Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),NE-SW,Unknown
72071,71042,,Cremation,Calcined bones and ashes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
72072,71043,,Cremation,A few fragments of calcined bone.,Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Aylesford Swarling
40144,71044,,Cremation,"an inverted Collared Urn in pit in mound with cremated bones of a small adult, possibly female",Adult 19-39,Female,Unknown,Unknown,Unknown,Unknown,Unknown
72108,71045,,Inhumation,"in small oblong grave, with child c 8 years old on right side. Hands to face and Food Vessel in front of face",Child 3-13,Indeterminate (Child),Articulated,Unknown,Crouched (facing right),NW-SE,Unknown
72073,71046,,Cremation,Calcined bone.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
40145,71047,,Inhumation,strongly built old male with R hand to knees and L hand to shoulder; already broken pot (when put in as gg) at feet. Base missing- INTERESTING!,Old Adult >40,Male,Articulated,Complete,Crouched (facing left),SE-NW,Unknown
40145,71048,,Inhumation,adult possibly male with SKULL MISSING. The skull had not been present ever. On knees were part of the skull of a different body! Arms crossed over stomach,Adult 19-39,Male,Articulated,Almost complete,Flexed (facing left),NE-SW,Unknown
72074,71049,,Cremation,A few pieces of calcined bone.,Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Aylesford Swarling
72109,71050,,Inhumation,In pit in mound and destroyed by plough - disturbed bones of a child with a Collared Urn ,Child 3-13,Indeterminate (Child),Disturbed,Unknown,Unknown,Unknown,Unknown
40146,71051,,Inhumation,On ground surface at centre of mound under female were bones of adult male which had been buried in already disarticulated condition. No skull (check BG115!) & no arms; only 1 femur; all mixed up and out . Greenwell suggests that this body had originally been buried elsewhere but was then moved to here (and possibly was related to woman) when woman died. And there is a random skull from an adjacent barrow!! ,Adult 19-39,Male,Disarticulated,Fragment(s),Unknown,N/a,Unknown
72078,71052,,Cremation,Lightly calcined bones,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
72079,71053,,Cremation,"<Bushe-Fox 1925, 6>: 'an unusually large collection of calcined bone and wood ash'",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
40155,71054,,Inhumation,Under lid were three skeletons; 2 with heads to E and one with head to W; bodies very decayed; all in oak coffin,Unknown,Unknown,Articulated,Unknown,Crouched (unspecified),E-W,Unknown
40155,71055,,Inhumation,Under lid were three skeletons; 2 with heads to E and one with head to W; bodies very decayed; all in oak coffin,Adult 19-39,Unknown,Articulated,Unknown,Crouched (unspecified),E-W,Unknown
72110,71056,,Inhumation,"Degraded inhumation in a coffin in a pit SE of centre:Probably an accompanying body had entirely decayed (Mortimer 1905, 296)",Unknown,Unknown,Decomposed/Degraded,Unknown,Unknown,Unknown,Unknown
72080,71057,,Cremation,"A few calcined bones (Bushe-Fox 1925, 7)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Aylesford Swarling
72081,71059,,Cremation,"Traces of calcined bones (Bushe-Fox 1925, 7)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Aylesford Swarling
72082,71060,,Cremation,"Some calcined bones (Bushe-Fox 1925, 7)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Aylesford Swarling
72083,71061,,Cremation,"A few calcined bones (Bushe-Fox 1925, 7)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Aylesford Swarling
72084,71062,,Cremation,"Calcined bones (Bushe-Fox 1925, 7)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
72085,71063,,Cremation,Calcined bones,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
50078,71064,,Cremation,Burnt bones associated directly with one of the pedestal urns. ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
50081,71065,,Cremation,Burnt bone fragments. ,Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Aylesford Swarling
72112,71066,,Cremation,Burnt bones (Winbolt 1925 fig.2 F2),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
72113,71067,,Cremation,Burnt bones (Winbolt 1925 fig.2 F2) ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
72114,71068,,Unknown,Human tooth (Winbolt 1925 fig.2 F2),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Aylesford Swarling
50097,71069,,Cremation,"Calcined bone fired to a high temperature, probably representing a young adult woman.Total weight: 546gFragment size: <91mmSkeletal elements present: Skull, Ribs, Vertebrae, Pelvis, Upper limb, Lower limb (201 fragments in total)(Anderson in Parfitt 1999, 386-7)",Adult 19-39,Female,Unknown,Fragment(s),Unknown,Unknown,Unknown
72116,71070,,Cremation,"Cremated bone, fired to a high temperature, adhering to the internal walls of pot 'c'.Total weight: 114gFragment size: <151mmSkeletal elements present: Skull, Ribs, Vertebrae, Clavicle, Pelvis, Upper limb, Lower limb (Anderson in Parfitt 2001, 386-7)",Adult 19-39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
50098,71071,,Inhumation,"<Parfitt 1995, Mill Hill, Deal, Warrior burial (Grave 112)>: Probably male but gracile/of slight stature, with certain feminine characteristics. Possible healed traumatic incident - an old fracture on the second lumbar vertebra? Abscess on left maxilliary first molar.Skull pushed forward resting on end of grave, facing right.BM accession no. 1990,0102.28",Adult 19-39,Male,Biography: Injured,Almost complete,Supine (extended),SE-NW,Warrior Burial
72117,71072,,Inhumation,"Bone in good condition. Spinal degenerative bone disease (Anderson in Parfitt 1995, 126). Right arm slightly bent across pelvis, left arm straight, head facing left (Parfitt 1995, 159).",Adult 19-39,Male,Biography: Diseased/Disabled,Almost complete,Supine (extended),SW-NE,Unknown
72118,71073,,Inhumation,"Well preserved, probably male skeleton on left side, legs bent to the left, arms bent double. Head facing left and rolled backwards (Parfit 1995, 161). Repeated minor trauma evident on fourth metatarsal. Rare eg of Scheuermann's disease (abnormal spine growth) (Anderson in Parfitt 1995, 126).",Subadult 14-18,Male,Biography: Diseased/Disabled,Almost complete,Flexed (facing left),SW-NE,Unknown
72119,71074,,Inhumation,"Slightly fragmented/disturbed skeleton, probably female, extended facing up (supine) with head facing left and straight legs. Lower right cut away by an adjacent grave (Grave 29) (Parfitt 1995, 161). Spinal outgrowths (osteophytes), also spondylolysis potentially due to vertebral stress associated with carrying heavy loads (Anderson in Parfitt 1995, 126).",Adult 19-39,Female,Biography: Diseased/Disabled,Almost complete,Supine (extended),SW-NE,Unknown
72120,71075,,Inhumation,"Well preserved and near complete skeleton - supine with straight legs, right arm straight over right pelvis, left arm bent over left pelvis, head facing left (Parfitt 1995, 162). Degenerative joint disease in spine and mandible, possible bone infection on right maxilla, compression fracture on thoracic vertebra, spondylolysis (suggesting vertebral stress/genetic weakness) (Anderson in Parfitt 1995, 126).",Old Adult >40,Male,Biography: Diseased/Disabled,Fragment(s),Supine (extended),S-N,Unknown
72122,71077,,Cremation,"Cremated boneTotal weight: 265gFragment size: <73 mmSkeletal elements present: skull, arm, ribs, vertebrae, pelvis, leg(Stead in Parfitt 1995, 145)",Adult 19-39,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
72123,71078,,Cremation,"Cremated bone scattered over the base of an oval pit.Total weight: 271gFragment size: <46 mmSkeletal elements present: skull, teeth, arm, ribs, vertebrae, pelvis, leg(Stead in Parfitt 1995, 145)",Adult 19-39,Unknown,Burial (Inhumation/Cremation): Redeposited,Fragment(s),Unknown,Unknown,Unknown
72124,71079,,Cremation,"Well burnt cremated bones, almost entirely large fragments.Total weight: 191gFragment size: <77 mmSkeletal elements present: skull, arm, ribs, leg(Stead in Parfitt 1995, 145)",Adult 19-39,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
72125,71080,,Cremation,"Well burnt cremated bones from male adult (<30?), almost entirely large fragments.Total weight: 1124gFragment size: <85 mmSkeletal elements present: skull, mandible, arms, ribs, vertebrae, legs(Stead in Parfitt 1995, 145)",Adult 19-39,Male,Unknown,Almost complete,Unknown,Unknown,Unknown
72126,71081,,Inhumation,"<Parfitt 1995, Mill Hill, Deal, South-west cemetery (Grave 47)>: Fairly well preserved female skeleton in an extended position facing upwards with legs straight, arms bent across the right pelvis and head pushed forward, facing half left. Degenerative joint disease on mandible (Anderson in Parfitt 1995, 126).",Adult 19-39,Female,Biography: Diseased/Disabled,Almost complete,Supine (extended),SW-NE,Unknown
72127,71082,,Inhumation,"Relatively poorly preserved, probably female skeleton - supine with legs straight, arms straight by sides, head facing half right (Parfitt 1995, 165).",Old Adult >40,Female,Burial (Inhumation): Articulated,Almost complete,Supine (extended),N-S,Unknown
72128,71083,,Inhumation,"<Parfitt 1995, Mill Hill, Deal, South-west cemetery (Grave 108)>: Fairly well preserved skeleton of an elderly man (40-50). Supine with straight legs, right arm bent across chest, left arm bent across pelvis, and head pushed forward, facing half left (Parfitt 1995, 165). Degenerative disease on mandible (Anderson in Parfitt 1995, 126).",Old Adult >40,Male,Biography: Diseased/Disabled,Almost complete,Supine (extended),NE-SW,Unknown
72129,71084,,Inhumation,"Fairly well preserved skeleton of a juvenille/young adult (18-20) with straight legs, arms bent across pelvis and head pushed forward (Parfitt 1995, 166).",Subadult 14-18,Unknown,Burial (Inhumation): Articulated,Complete,Supine (extended),SW-NE,Unknown
72130,71085,,Inhumation,"Poorly preserved skeleton - crushed skull and long bones only - supine, legs bent to the right, arms partially decayed (Parfitt 1995, 166).",Unknown,Unknown,Unknown,Fragment(s),Unknown,NW-SE,Unknown
72131,71086,,Inhumation,"Fairly well preserved skeleton - supine with legs crossed at knee (left over right), right arm straight by side, left arm across pelvis, head pushed forward (Parfitt 1995, 166). Schmorl's nodes on the vertebrae indicate direct stress on the spine, probably during adolescence (Anderson in Parfitt 1995, 120).",Adult 19-39,Unknown,Biography: Diseased/Disabled,Almost complete,Supine (extended),NE-SW,Unknown
72132,71087,,Inhumation,"<Parfitt 1995, Mill Hill, Deal, South-west cemetery (Grave 127)>: Fairly well preserved male skeleton with straight legs and arms by sides (Parfitt 1995, 168). ",Adult 19-39,Male,Burial (Inhumation): Articulated,Unknown,Supine (extended),SW-NE,Unknown
72133,71088,,Inhumation,"<Whimster 1981, 326>: Skeleton of an adult female found extended on the back.",Adult 19-39,Female,Burial (Inhumation): Articulated,Unknown,Supine (extended),NW-SE,Southern Grave Inhumation
