Site_ID,GID,Grave_hierarchy,Formality_factor,HER_grave_montype,Grave_type,Grave_orientation,Grave_description,Number_object_records,Number_hr_records,Giles_2012_catalogue_number,Gg_summary,Hr_summary
40046,40046,Secondary,1,,Pit,Unknown,Disturbed likely  primary burial at centre of barrow; originally with Beaker and in coffin or timber-lined chamberdouble burial  of two adult males - secondary double interment that disturbed primary Beaker burial. Bones are scattered ,3,3,,"Pot [Beaker], Coffin, Pot [Food Vessel]","Inhumation, Inhumation, Inhumation"
40047,40047,Primary,1,,Grave,E-W,"Mill Hill Gravel Pit (Manby 1980, 351): Double burial within an oval grave, with a large Beaker pot. The burial comprises a fragile body, potentially of a child, upon which the body of an elderly person (with very few teeth) was placed. The bones of the child have subsequently become crushed. The skull of the older person appears to have been removed/arranged prior to burial - it was placed upside down, pointing away from the rest of the body. The Beaker was positioned by their feet.",2,2,,"Pot [Beaker], Pin (Unknown/Unspecified)","Inhumation, Inhumation"
40049,40049,Primary,1,,Grave,E-W,Double large central rectangular grave (B)  under barrow. Contains the burials of two individuals and legs of both individuals almost touching each other. ,7,2,,"Crown/Diadem, Ear/Hair Ornament (Other), Floral Offering, Fossil, Animal Joint/Part [Tooth/Tusk/Horn/Antler], Pot [Food Vessel], Unknown Object","Inhumation, Inhumation"
40050,40050,,1,,Pit,Unknown,"Catfoss, Burial 3 (McInnes 1968, fig.1): Truncated, probably urned cremation within penannular ditch represented by fragments of pottery and cremated bone.",1,1,,Pot [Deverel-Rimbury (Bucket Urn)],Cremation
40051,40051,,1,,Missing,Unknown,"Walkington Wold Barrow 1, Phase 2, secondary cremation burial (Bartlett and Mackay 1973, 6-7): Several large fragments of a cinerary urn were found in the lower fill of the ditch on the north-eastern side of Barrow 1. These represent a cremation inserted into the mound after its construction, which had weathered out or been disturbed before the Iron Age.hr: a few minute traces of burnt bonegg: rim of a bipartite urn with cord-impressed chevrons on the outside of the rim",1,1,,Pot [Bipartite Urn],Cremation
40052,40052,Unknown,1,,Grave,Unknown,Flat grave and no suggestion of a mound or barrow; accompanied by a Beaker and a Food Vessel which is intriguing but perhaps a later cut was missed ,2,1,,"Pot [Beaker], Pot [Food Vessel]",Inhumation
40053,40053,Unknown,,,Missing,Unknown,Disturbed and no detail ,1,1,,Pot [Food Vessel],Inhumation
40055,40055,Unknown,1,,Pyre (Mound),Unknown,"In Mound N O. 1 I found, in the centre, amongst the ashes and bones, two small vases, and at a distance of 1m to the south-east of this hearth, and at a depth of about twenty-seven inches , a large urn , about 16.5inches high, in an upright position , and containing only sand, and one fragment a calcined bone, about three inches long (apparently portion of an ulna). There were also in the same mound about three fee t to the west of the hearth, two small fragments of pottery about 4 inch square, pointing to the previous existence there of an urn. ",3,2,,"Pot [Collared Urn], Pot  [Accessory Cup], Pot [Miniature/Pygmy Vessel]","Cremation, Cremation"
40056,40056,Primary,1,,Ground surface ,NE-SW,Young adult female on ground surface; placed roughly centrally under the barrow,2,1,,"Flake, Awl",Inhumation
40057,40057,Primary,1,,Ground surface ,Unknown,Primary inhumation placed on ground surface just south of the centre of the barrow ,2,1,,"Animal Joint/Part (Other specified part), Pot [Food Vessel]",Inhumation
40060,40060,Primary,1,,Pit,Unknown,In small pit with urn just SE of centre of barrow and next to another urned cremation ,2,1,,"Pot [Collared Urn], Necklace",Cremation
40061,40061,Primary,1,,Grave,S-N,Workman quarrying in 1902 found a flat grave,1,1,,Pot [Beaker],Inhumation
40062,40062,,1,,Missing,Unknown,"<NRHE site description, Lair Hill, Middleton>: A quantity of bones and rusty iron, etc, considered to be an Iron Age chariot burial by Mortimer, was found in a deep cutting between Middleton and Enthorpe stations during railway construction in 1889. Of the objects found, one only was preserved, a linch-pin 5 1/2ins long, made of iron with bronze ends.",1,1,,Chariot/Cart Fitting (Unknown/Unspecified/Set),Inhumation
40063,40063,Primary,1,,Pit,Unknown,Flat grave - one of three or four found during sand quarrying,6,1,,"Dagger (Unknown/Unspecified), Button, Awl, Strike A Light, Flake, Pot [Beaker]",Inhumation
40064,40064,,1,,Grave,Unknown,"Contracted skeleton found with an iron bracelet strung with two bone beads, two fragments of iron, possibly from a brooch, a pendant cut from antler, and pottery sherds. Initially thought to be Roman, potentially also early medieval in date.",3,1,,"Bracelet/Bangle (Unknown/Unspecified), Brooch (Unknown/Unspecified), Pendant",Inhumation
40065,40065,Primary,1,,Pit,Unknown,In central large oval grave  over 2m in diameter and 1.2m deep under barrow,2,1,,"Coffin, Pot [Food Vessel]",Inhumation
40066,40066,Primary,1,,Pit,Unknown,"Central burial of barrow in pit A with three inhumations (A2, A4 & A5)  - one headless adult and two infants. Only the adult was directly associated with grave goods. The infants and all the other burials in the barrow lacked grave goods.",2,3,,"Animal Bone (Other), Pot [Beaker/Food Vessel Hybrid]","Inhumation, Inhumation, Inhumation"
40067,40067,,,,Missing,Unknown,"<Wetwang Field, NRHE site description>:  Flexed inhumation with a stone bracelet on wrist was found six feet below the ground surface near the roadside in Wetwang field (c 1794) by workmen digging for road material. (1)The skeleton was laid at full length, with every bone in its proper place, and in good preservation. Some teeth which dropped out of the skull were perfectly fresh.The armlet was stone (see Mortimer fig 507)",1,1,,Armlet,Inhumation
40069,40069,Unknown,1,,Pit,Unknown,Small grave cut into side of inner mound containing two infant burials associated with four Beaker sherds,2,2,,"Pot [Beaker], Pot [Beaker]","Inhumation, Inhumation"
40070,40070,,1,,Pit,Unknown,"Paddock Hill, Thwing: Late Bronze Age urned cremation.Manby (1977, 3) describes a 'horse-shoe shaped depression filled with brown soil with a crescent shaped setting of chalk slabs. Immediately east of the latter feature a pit had been dug through the brown soil filling and into the solid chalk below; at the bottom was a cremation burial in a carinated vessel covered by chalk slabs'.",1,1,,Pot [Cordoned Urn],Cremation
40071,40071,Secondary,1,,Pit,NE-SW,4m NW of centre in pit with Beaker at feet. 0.3m  above old ground surface.  (Burial 2) ,1,1,,Pot [Beaker],Inhumation
40072,40072,,1,,Grave,Unknown,"Danes Graves (Stead 1979) Grave DG1: Grave architecture: n/a; orientation n/a; E Yorks Burial Type n/a;Danes Graves (Stead 1979) Grave DG1: Human remains: Inhumation burial; orientation; n/a; age: ?adult; sex: not determined; position: n/a; biographical details: Finds described only as ""a large tight bone, one leg bone, and one skull bone of no extraordinary size with several bones after"" (pig/shep bones near skull, perhaps?) Danes Graves (Stead 1979) Grave DG1: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: pig/shep bones near skull, perhaps?; flint: n/a; biographical details: ",1,1,,Animal Bone (Other),Inhumation
40073,40073,Primary,1,,Pyre (Pit),Unknown,Mortuary enclosure ,1,1,,Pot [Grimston Ware],Inhumation
40075,40075,Primary,1,,Pit,Unknown,No information really - just bones found with a late Beaker,1,1,,Pot [Beaker],Inhumation
40076,40076,Primary,1,,Pit,E-W,"Life Hill barrow 294, grave 1. Contained two individuals - one inhumation and one cremation (both adults)",5,2,,"Knife, Dagger (Unknown/Unspecified), Pot [Food Vessel], Awl, Animal Joint/Part [Tooth/Tusk/Horn/Antler]","Cremation, Inhumation"
40077,40077,Secondary,1,CIST,Pit,E-W,In pit at west end of round barrow (Burial 3) ,3,1,,"Scraper, Pot [Beaker], Scraper",Inhumation
40079,40079,Secondary,1,,Pit,NW-SE,4m SW of centre placed in mound in a pit. (Burial 1) ,2,1,,"Scraper, Pot [Food Vessel]",Inhumation
40080,40080,Primary,1,,Pit,NE-SW,Large central oval grave and adult at base of  large central grave 2.7m x 2.5m in size and 2m deep (Grave 6) ,6,1,,"Dagger [Flat Riveted], Fossil, Strap fitting, Button, Button, Strike A Light",Inhumation
40081,40081,Primary,1,,Pit,Unknown,"<Rudston Barrow 69 (Greenwell 1877, 269-71)>: Shallow grave in centre of barrow with two burials - one inhumation and one cremation ",3,2,,"Knife, Pot [Food Vessel], Coffin","Inhumation, Cremation"
40082,40082,,1,,Grave,S-N,"Grimthorpe (Stead 1979) Grave GR1: Grave architecture: deep grave pit; orientation S-N (W); E Yorks Burial Type A;Grimthorpe (Stead 1979) Grave GR1: Human remains: Inhumation burial; orientation; S-N (W); age: ?young adult; sex: not determined; position: crouched; biographical details: Skeleton described as that of a ""young man"" (Mortimer 1905:250);Grimthorpe (Stead 1979) Grave GR1: Objects: wood: shield (on chest); gold: n/a; cu-alloy: shield boss or binding (on chest), scabbard, disc iron: spearhead (around body), sword; stone: n/a; amber: n/a; ceramic: sherds? (in grave fill); glass: n/a; animal bone: worked bone points (16) (in grave fill, around body over torso); flint: n/a; biographical details: The handle of the sword was near the head of  the skeleton. The sword had red and yellow inlaid enamel, with (according to BM site) possible signs of repair. The worked animal bones are believed to be either pins/toggles (shroud-wrapping etc, cf Wilson in Mortimer; Stead 1979: 86) or bone lance-heads (Mortimer 1905: 151) - they were found both above and under the skeleton. NB ceramic sherds in grave fill not recorded as gg",6,1,,"Shield, Scabbard, Stud, Spearhead, Sword, Point (Unknown/Unspecified)",Inhumation
40084,40084,Primary,1,,Pit,E-W,At centre of barrow in pit C- large deep pit grave 2.6m in diameter and 1.7m deep and with two burials ,4,2,,"Animal Joint/Part [Tooth/Tusk/Horn/Antler], Box, Flake, Cover","Cremation, Inhumation"
40085,40085,Unknown,1,,Pit,NE-SW,Pit burial with double burial of one child (with gg) and one infant ,3,2,,"Animal Joint/Part [Head], Flake, Flake","Inhumation, Inhumation"
40087,40087,Unknown,1,,Unknown,Unknown,Disturbed cremation with lots of wood ashes - possibly originally ururned ,6,1,,"Axe/Axehead [Axe (Polished)], Knife, Scraper, Scraper, Scraper, Scraper",Cremation
40088,40088,Primary,1,,Grave,E-W,Painsthorpe Wold barrow 4 - Central grave with a single individual . One of three Beaker burials in graves under barrows all linked by earthen passages! ,2,1,,"Bead(s), Pot [Beaker]",Inhumation
40089,40089,Primary,1,,Pit,E-W,In large central chalk-cut grave. ,4,1,,"Animal Joint/Part (Other specified part), Button, Button, Necklace",Inhumation
40090,40090,Primary,1,,Pit,E-W,Central oval pit of barrow (Grave B),4,2,,"Pick, Pot [Food Vessel], Pot [Food Vessel], Knife","Inhumation, Inhumation"
40091,40091,Primary,1,,Pit,Unknown,Central primary pit under barrow with crouched inhumation,5,1,,"Flake, Flake, Flake, Flake, Flake",Inhumation
40093,40093,Primary,1,,Cist,Unknown,At base of barrow in circular stone  cist  on ground surface were two inhumation burials and a cremation burial under one of the inhumations. So this is a triple burial ,3,3,,"Pot [Beaker/Food Vessel Hybrid], Saw, Knife","Inhumation, Inhumation, Cremation"
40094,40094,Secondary,1,,Pit,Unknown,Possibly later burial inserted E of centre -,2,1,,"Button, Button",Inhumation
40095,40095,Primary,1,,Pit,Unknown,Possibly primary cremation in shallow pit in centre of the barrow. ,1,1,,Arrowhead (Unknown/Unspecified),Cremation
40096,40096,Unknown,1,,Ground surface ,Unknown,10m NE of centre was a heap of burnt bones - those of an adult and a child on natural ground surface ,3,2,,"Axe/Axehead [Axe (Polished)], Scraper, Pin (Unknown/Unspecified)","Cremation, Cremation"
40097,40097,Primary,1,,Ground surface ,N-S,Likely primary burial on the ground surface. ,8,1,,"Animal Joint/Part (Other specified part), Animal Joint/Part [Head], Pebble, Disc, Unknown Object, Knife, Pot [Food Vessel], Animal Bone (Other)",Inhumation
40098,40098,Primary,1,,Pit,N-S,In slightly off-centre grave - known as Grave A,2,1,,"Flake, Awl",Inhumation
40099,40099,Secondary,1,CIST,Pit,Unknown,NB the cist referred to by HER is actually a wooden cist or rather a coffin. It is actually a pit burial . In elongated pit at NW of barrow ,1,1,,Coffin,Inhumation
40100,40100,Primary,1,,Ground surface ,N/a,Near centre at base of mound. On old surface was adult ,2,1,,"Knife, Pot [Food Vessel]",Inhumation
40101,40101,Primary,1,,Grave,N-S,large central rectangular  grave Possibly a coffin or timber structure but uncertain,3,1,,"Knife, Button, Pot [Beaker]",Inhumation
40102,40102,Unknown,1,,Pit,E-W,Note 4 burial pits under barrow but A to D only had animal bone. This is pit B,4,1,,"Knife, Floral Offering, Food Residue, Pot [Beaker]",Inhumation
40103,40103,Unknown,1,,Pit,E-W,In pit below burial No1. ,3,1,,"Knife, Pot [Food Vessel], Animal Joint/Part [Trunk]",Inhumation
40104,40104,Primary,1,,Pit,Unknown,In centre of barrow - in very large upright Collared urn,1,2,,Pot [Collared Urn],"Cremation, Cremation"
40105,40105,Secondary,1,,Pit,E-W,In pit E to the W of central burial cutting primary ditch,4,1,,"Dagger [Flat Riveted], Knife, Wire, Cup",Inhumation
