GID_date,C14_date_BP,C14_date_StDev,C14_date_calBC,C14_calibration_programme,C14_calibration_curve,Dating_lab,Lab_date_ID,HER_material_dated,Material_dated,C14_combined,Dating_notes
60161,0,0,not calibrated,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-1087,"bone, human",,Uncal: 0±0; Cal: not calibrated,"Reference: Hedges 1981Species: homo sapiensSample desc.: Human bone from an inhumation in a cist, possible contamination organic matter seeping in.Researcher: Hedges 1981Sponsor: HS?Date completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: Null"
60032,3985,40,,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-29962,withdrawn,,Uncal: 3985±40; Cal: ,"Reference: Sheridan 2006, 205-6 Comments 1Species: withdrawnSample desc.: WITHDRAWN AND REPLACED BY GrA-34776 3575+/-35 and GrA-32127 3625+/-35 for cremated bone from the same individual (Sheridan 2007, 220)Researcher: Sheridan 2006, 205-6 Comments 1Sponsor: Historic ScotlandDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60032,3625,35,2130 to 1890 cal BC,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-32127,"bone, human",,Uncal: 3625±35; Cal: 2130 to 1890 cal BC,"Reference: Sheridan 2006, 205Species: homo sapiensSample desc.: Bone apatite from a piece of cremated bone from a cist in Barrow 1; the cist also contained gold foil discs, a fragment of an old amber spacer plate necklace and amber dress accessories. This age is not distinguishable from GrA-34776 3575+/-35 for cremated bone from the same individual (Sheridan 2007, 220) but is significantly later than an initial age (GrA-29962 3985+/-40) which should now be discarded.Researcher: Sheridan 2006, 205Sponsor: Historic ScotlandDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60032,3575,35,2030 to 1770 cal BC,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-34776,"bone, human",,Uncal: 3575±35; Cal: 2030 to 1770 cal BC,"Reference: Sheridan 2007, 220Species: homo sapiensSample desc.: Cremated bone fragment from an adult human of indeterminate sex from a cist in Barrow 1; the cist also contained gold foil discs, a fragment of an old amber spacer plate necklace and amber dress accessories. This age is not distinguishable from GrA-32127 3625+/-35 for cremated bone from the same individual (Sheridan 2006, 205) but is significantly later than an initial age (GrA-29962 3985+/-40) which should now be discarded.Researcher: Sheridan 2007, 220Sponsor: GroningenDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60032,3380,50,1870 to 1520 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-7913,"Bone, human",,Uncal: 3380±50; Cal: 1870 to 1520 cal BC,"Reference: Nick CardSpecies: homo sapiensSample desc.: Bone apatite from a piece of cremated human bone (Sample 1) from a homogenous ashy deposit 090, full of charcoal and cremated bone and filling Cist 089. The cist was excavated in three spits (090, 092 and 095). The fill 090 was overlain by a very compact dark brown silty loam 048.Researcher: Nick CardSponsor: Historic ScotlandDate completed: NullDelta-13C: -24.6Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60032,3395,50,1880 to 1530 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-7914,"Bone, human",,Uncal: 3395±50; Cal: 1880 to 1530 cal BC,"Reference: Nick CardSpecies: homo sapiensSample desc.: Bone apatite from a piece of cremated human bone (Sample 2) from a homogenous ashy deposit 090, full of charcoal and cremated bone and filling Cist 089. The cist was excavated in three spits (090, 092 and 095). The fill 090 was overlain by a very compact dark brown silty loam 048.Researcher: Nick CardSponsor: Historic ScotlandDate completed: NullDelta-13C: -25.2Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60032,3330,50,1740 to 1500 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-7918,"Bone, human",,Uncal: 3330±50; Cal: 1740 to 1500 cal BC,"Reference: Nick CardSpecies: homo sapiensSample desc.: Bone apatite from a piece of cremated human bone (Sample 3 from a homogenous ashy deposit 095, full of charcoal and cremated bone and filling Cist 089. The cist was excavated in three spits (090, 092 and 095). The fill 095 was overlain by a very compact dark brown silty loam 048.Researcher: Nick CardSponsor: Historic ScotlandDate completed: NullDelta-13C: -22.3Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60032,3370,50,1870 to 1520 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-7919,"Bone, human",,Uncal: 3370±50; Cal: 1870 to 1520 cal BC,"Reference: Nick CardSpecies: homo sapiensSample desc.: Bone apatite from a piece of cremated human bone (Sample 4) from a homogenous ashy deposit 095, full of charcoal and cremated bone and filling Cist 089. The cist was excavated in three spits (090, 092 and 095). The fill 095 was overlain by a very compact dark brown silty loam 048.Researcher: Nick CardSponsor: Historic ScotlandDate completed: NullDelta-13C: -22.7Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60032,3175,50,1610 to 1310 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-7920,"Bone, human",,Uncal: 3175±50; Cal: 1610 to 1310 cal BC,"Reference: Nick CardSpecies: homo sapiensSample desc.: Bone apatite from a piece of cremated human bone (Sample 5) from fill 061, one of two ashy deposits which formed part of the secondary fill of pit 054 in Trench F. Fill 061 overlay a thin band of redeposited natural 063, and the basal layer 064 of the pit. It was overlain by top fill 053 of pit 55 and a greasy black clayey silt containing charcoal.Researcher: Nick CardSponsor: Historic ScotlandDate completed: NullDelta-13C: -20.2Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60032,3305,50,1740 to 1450 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-7921,"Bone, human",,Uncal: 3305±50; Cal: 1740 to 1450 cal BC,"Reference: Nick CardSpecies: homo sapiensSample desc.: Bone apatite from a piece of cremated human bone (Sample 6) from the black loose lower fill 085 of Cist 055, below a possible capstone.Researcher: Nick CardSponsor: Historic ScotlandDate completed: NullDelta-13C: -25.2Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60032,3465,50,1920 to 1660 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-7922,charred grain,,Uncal: 3465±50; Cal: 1920 to 1660 cal BC,"Reference: Nick CardSpecies: NullSample desc.: A charred cereal grain (Sample 7) from a bright orange and grey / brown clayey silt deposit 022, thought, on excavation, to represent in situ burning in a sub-circular pit 015. It overlay a pale grey brown clayey silt 023, part of the ashy fill of the pit, and was overlain by a pale orangey brown slightly sandy clayey silt 014, containing some ash. These deposits contained some carbonised plant remains but lacked the other carbonised material, such as bone and cramp, that typified the cremation deposits across the site generally.Researcher: Nick CardSponsor: Historic ScotlandDate completed: NullDelta-13C: -22.3Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60185,3750,60,2400 to 1960 cal BC,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-21627,"bone, human",,Uncal: 3750±60; Cal: 2400 to 1960 cal BC,Reference: Sheridan 2003Species: homo sapiensSample desc.: Bio-apatite from cremated human bone with an urn-like pot with cramp and textile fragments in a cistResearcher: Sheridan 2003Sponsor: NMSDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0
60106,3965,40,2570 to 2340 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-4848,"Bone, animal",,Uncal: 3965±40; Cal: 2570 to 2340 cal BC,"Reference: Sheridan, ASpecies: canusSample desc.: A dog bone (Sample 2) found (by MM Charleson 1901-02) in the lower filling of the chamber tomb, sealed by upper filling. The bone is interpreted as a deliberate funerary offering.Researcher: Sheridan, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -21.7Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10.4C-N ratio: 3.2"
60106,4025,40,2580 to 2460 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-4849,"Bone, animal",,Uncal: 4025±40; Cal: 2580 to 2460 cal BC,"Reference: Sheridan, ASpecies: canusSample desc.: A dog bone (Sample 3) found (by MM Charleson 1901-02) in the lower filling of the chamber tomb, sealed by upper filling. The bone is interpreted as a deliberate funerary offering.Researcher: Sheridan, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -18.9Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60106,3668,36,,OxCal 3.10,,"Belfast, Northern Ireland",UB-6422,"bone, human",,Uncal: 3668±36; Cal: ,"Reference: Sheridan 2005, 182Species: homo sapiensSample desc.: Human left femur from entrance passageResearcher: Sheridan 2005, 182Sponsor: Queen's University / NMSDate completed: NullDelta-13C: -23.9Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60106,4010,35,2570 to 2460 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-4847,"Bone, animal",,Uncal: 4010±35; Cal: 2570 to 2460 cal BC,"Reference: Sheridan, ASpecies: canusSample desc.: A dog bone (Sample 1) found (by MM Charleson 1901-02) in the lower filling of the chamber tomb, sealed by upper filling (or according to C Richards April 06, this dog bone was in the blocking material). The bone is interpreted as a deliberate funerary offering.Researcher: Sheridan, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -20Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10C-N ratio: 3.3"
60147,4435,36,,OxCal 3.10,,"Belfast, Northern Ireland",UB-6420,"bone, animal",,Uncal: 4435±36; Cal: ,Reference: Sheridan 2005Species: ovicapridSample desc.: Sheep skull fragment from 'level above human bones'; in same level as human skull fragment dated as UB-6421Researcher: Sheridan 2005Sponsor: Queen's University / NMSDate completed: NullDelta-13C: -22.4Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0
60147,4515,37,,OxCal 3.10,,"Belfast, Northern Ireland",UB-6421,"bone, human",,Uncal: 4515±37; Cal: ,Reference: Sheridan 2005Species: homo sapiensSample desc.: Human skull fragment from 'level above human bones'; in same level as sheep skull fragment dated as UB-6420Researcher: Sheridan 2005Sponsor: Queen's University / NMSDate completed: NullDelta-13C: -21.5Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0
60147,4305,50,3350 to 2550 cal BC,OxCal 3.10,,"Cambridge, England",Q-1221,"bone, animal",,Uncal: 4305±50; Cal: 3350 to 2550 cal BC,"Reference: Renfrew 1979, 206Species: bosSample desc.: Cattle bone from a chambered tomb.Researcher: Renfrew 1979, 206Date completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: Null"
60147,4005,60,2900 to 2200 cal BC,OxCal 3.10,,"Cambridge, England",Q-1227,"bone, animal",,Uncal: 4005±60; Cal: 2900 to 2200 cal BC,"Reference: Renfrew 1979, 206Species: red deer?Sample desc.: Deer bone from a chambered tomb.Researcher: Renfrew 1979, 206Date completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: Null"
60010,2985,35,1380 to 1080 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-53153,Charcoal,,Uncal: 2985±35; Cal: 1380 to 1080 cal BC,"Reference: Jane DownesSample desc.: A piece of willow charcoal (62) from the blackish-red silty clay fill 1018 of cremation pit 1039, in the area to the northeast of mound 5. The fill contained fragments of burnt bone, charcoal and cramp. It was cut into an orange sandy clay layer 1010 which overlay a grey brown clay on which the mound platform was constructed. The charcoal sample appears to be related to a cremation episode, probably one individual. PROBLEM: This context has produced a very significantly older date from cremated bone (SUERC-843 3400+/-50BP. The charcoal sample produced a low yield and its age is more suspect than the age of the bone apatite in the cremated bone (Cook G pers comm)Researcher: Jane DownesSponsor: Historic ScotlandDate completed: NullDelta-13C: -25.8Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60010,2550,35,810 to 540 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-53154,Charcoal,,Uncal: 2550±35; Cal: 810 to 540 cal BC,"Reference: Jane DownesSample desc.: A piece of willow charcoal (2) from the charcoal and burnt bone- containing fill 1023 of a shallow cremation pit 1028, cutting natural orange-yellow clay 1020 and early hill-wash 1049. The pit is located in the area between mounds 4 and 5. Burnt bone from this context has also been submitted for dating.Researcher: Jane DownesSponsor: Historic ScotlandDate completed: NullDelta-13C: -25.8Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60010,3315,40,1740 to 1510 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-53155,Charcoal,,Uncal: 3315±40; Cal: 1740 to 1510 cal BC,"Reference: Jane DownesSample desc.: A piece of willow charcoal (77) from cremation deposit 1031 from the central cist at mound 4, containing burnt bone and charcoal fragments and ash. The charcoal relates to pyre materials associated with the cremation. PROBLEM: Burnt bone from this context has produced a significantly older date SUERC-844 3430+/-45 BP. The charcoal sample produced a low yield and its age is more suspect than the age of the bone apatite in the cremated bone (Cook G pers comm)Researcher: Jane DownesSponsor: Historic ScotlandDate completed: NullDelta-13C: -24.6Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60010,2995,40,1390 to 1080 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-53156,Charcoal,,Uncal: 2995±40; Cal: 1390 to 1080 cal BC,"Reference: Jane DownesSample desc.: A piece of willow charcoal (96) from the black-grey, clay packed main cremation fill 1055 of the central cist 1011 of mound 2. The charcoal sample represents part of the pyre material related to the cremation within the central cist of mound 2. PROBLEM: Burnt bone from this context has also beendated but has given a much older date (SUERC-1179 3390+/-50). The charcoal sample produced a low yield and its age is more suspect than the age of the bone apatite in the cremated bone (Cook G pers comm)Researcher: Jane DownesSponsor: Historic ScotlandDate completed: NullDelta-13C: -27.3Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
60010,3390,50,1880 to 1520 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-1179,"Bone, human",,Uncal: 3390±50; Cal: 1880 to 1520 cal BC,Reference: Jane DownesSpecies: homo sapiensSample desc.: Bone apatite from cremated human bone fragments (96/2) from a black-grey clay 1055 containing burnt bone fragments and charcoal forming the main cremation fill of central cist 1011 of Mound 2. The clay overlay the basal slab of the cist and was covered by a layer of mixed cremation and mound material 1054. PROBLEM: Charcoal from this context has also been dated but has given a much younger date (AA-53156 2995+/-40). The apatite date is to be preferred because the yield from the charcoal was very low.Researcher: Jane DownesSponsor: Historic ScotlandDate completed: NullDelta-13C: -19.9Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0
60010,3210,45,1610 to 1390 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-841,"Bone, human",,Uncal: 3210±45; Cal: 1610 to 1390 cal BC,"Reference: Jane DownesSpecies: homo sapiensSample desc.: Bone apatite from numerous cremated human fragments including long bone and cranium (21/2) from a dark brown-grey silty loam 1024 fill of cremation pit 1036, located to the south-west of Mound 2. The pit cuts the early hill-wash 1049, and is covered by later hill-wash 1002.Researcher: Jane DownesSponsor: Historic ScotlandDate completed: NullDelta-13C: -22.1Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 0C-N ratio: 0"
