GID_ref,HER_reference_ID,HER_reference_type,Reference_type,Authors,Year,Main_title,Editors,Edited_volume_title,Journal_title,Journal_volume,Monograph_series_details,Start_page,End_page,Publisher,Place_of_publication,Report_no,OASIS_no,DOI,URL,Date_accessed
10121,SCO4435,Article in serial,Journal Article,"Smith, G.",1984,Excavations on Goonhilly Downs,,,Cornish Archaeology ,23,,3,47,,,,,,https://cornisharchaeology.org.uk/volume-23-1984/,12/04/2018
10122,SCO4542,Unpublished document,Unpublished (Unspecified),"Tangye, M",1963,Unpublished Field Notes & Sketches,,,,,,,,,,,,,,
10123,SCO4549,Cornwall Event Report,Report,"Taylor, S",2003,"Booby's Bay, Constantine Island, Trethias Island and Porthcothan",,,,,,,,,,,,,,
10124,SCO4611,Bibliographic reference,Unknown,"Thomas, AC",1985,Exploration of a Drowned Landscape,,,,,,,,,,,,,,
10125,SCO4614,Bibliographic reference,Unknown,"Thomas, A.",1950,Folk-Lore of the Camborne District,,,,,,,,,,,,,,
10126,SCO4619,Booklet,Pamphlet,"Thomas, A.",1958,"Gwithian: Ten Years Work, 1949-1958",,,,,,,,,,,,,,
10127,SCO4633,Article in serial,Journal Article,"Thomas, A.",1967,Sperris and Zennor Quoits,,,Cornish Archaeology ,6,,15,23,,,,,,,
10128,SCO4642,Article in serial,Journal Article,"Thomas, A.; Wailes, B.",1967,Sperris Quoit,,,Cornish Archaeology ,6,,9,23,,,,,,,
10129,SCO4663,Cornwall Event Report,Report,"Thomas, N",1990,"Chapel Carn Brea, National Trust Report",,,,,,,,,,,,,,
10130,SCO491,Article in serial,Journal Article,"Christie, P.",1958-59,"Crig-a-Mennis. A Bronze Age Barrow at Liskey, Perranporth (Interim Note) (PWCFC Vol 2/3, 1958-59)",,,,,,,,,,,,,,
10131,SCO493,Article in serial,Journal Article,"Christie, P.",1988,"A barrow cemetery on Davidstow Moor, Cornwall. Wartime excavations by CK Croft Andrew",,,Cornish Archaeology ,27,,27,171,,,,,,https://cornisharchaeology.org.uk/volume-27-1988/,16/08/2018
10132,SCO4966,Article in serial,Journal Article,"Trudgian, P.; Apsimon, A.",1976,"A Trevisker Series BA Urn from Largin Wood, Broadoak",,,Cornish Archaeology ,15,,,,,,,,,,
10133,SCO4974,Article in serial,Journal Article,"Turk, FA",1969,Human Remains from Crantock,,,,,,,,,,,,,,
10134,SCO5002,Bibliographic reference,Unknown,"Wailes, B",1957,The Bronze Age in Cornwall,,,,,,,,,,,,,,
10135,SCO5027,Bibliographic reference,Unknown,"Weatherhill, C",1981,Belerion: Ancient Sites of Land's End,,,,,,,,,,,,,,
10136,SCO5043,Article in serial,Journal Article,"Whitehead, PF",1973,Neolithic and Upper Palaeolithic Sites at Booby Bay,,,,,,,,,,,,,,
10137,SCO5046,Bibliographic reference,Unknown,"Whittaker, J",1804,The Ancient Cathedral of Cornwall,,,,,,,,,,,,,,
10138,SCO5078,Bibliographic reference,Journal Article,"Andrew, C.",1945,Recent Archaeological Work in Cornwall,,,Annual Report and Transactions of the Plymouth Institution and Devon and Cornwall Natural History Society,19-20,,44,45,,,,,,,
10139,SCO5079,Article in serial,Journal Article,"Arthur, JP",1904,Neoliths and other Remains found near Harlyn Bay,,,,,,,,,,,,,,
10140,SCO5085,Article in serial,Journal Article,"Apsimon, AM",1957,Cornish Bronze Age Pottery,,,,,,,,,,,,,,
10141,SCO5090,Article in serial,Journal Article,"Christie, P.",1960,"Crig-a-mennis: a Bronze Age barrow at Liskey, Perranzabuloe, Cornwall",,,Proceedings of the Prehistoric Society ,6,,76,97,,,,,,,
10142,SCO5093,Article in serial,Journal Article,"Dudley, D",1942,Trewey Downs,,,,,,,,,,,,,,
10143,SCO5096,Article in serial,Journal Article,"Edmonds, R",1857,Celtic Antiquities of the Land's End District,,,,,,,,,,,,,,
10144,SCO5102,Article in serial,Journal Article,"Borlase, WC",1872,Exploration of Tumuli at Trevelgue,,,,,,,,,,,,,,
10145,SCO5103,Article in serial,Journal Article,"Borlase, W.",1881,Archaeological Discoveries in the Parishes of St Just-in-Penwith and Sennen,,,Journal of the Royal Institute of Cornwall ,21,,190,212,,,,,,https://archive.org/details/journalroyalins01corngoog,26/04/2018
10146,SCO5113,Article in serial,Journal Article,"Harris, D.",1979,A Brief and Tantalising Glimpse of the Past,,,CAS Newsletter ,31,,,,,,,,,,
10147,SCO5121,Bibliographic reference,Unknown,"Henderson, C",1930,A Survey of Cornwall,,,,,,,,,,,,,,
10148,SCO5134,Bibliographic reference,Unknown,"Olson, BL",1982,"Crantock, Cornwall as an Early Monastic Site",,,,,,,,,,,,,,
10149,SCO5140,Article in serial,Journal Article,"Pool, PAS & Russell, V",1959,Antiquities in the North East Parish of Gulval,,,,,,,,,,,,,,
10150,SCO5166,Article in serial,Journal Article,"Borlase, W.",1881,Archaeological Discoveries in the Parishes of St Just-in-Penwith and Sennen,,,Journal of the Royal Institute of Cornwall ,21,,190,212,,,,,,https://archive.org/details/journalroyalins01corngoog,30/04/2018
10151,SCO5168,Article in serial,Journal Article,"Brent, F",1886,Occurrence of Flint Flakes and Small Stone Implements in Cornwall,,,,,,,,,,,,,,
10152,SCO5183,Article in serial,Journal Article,"Iago, W",1900,Harlyn Explorations,,,,,,,,,,,,,,
10153,SCO5187,Bibliographic reference,Unknown,"Iago, W.",1881,Notice of a Cinerary Urn found in a Barrow at Hustyn in St Breock,,,Journal of the Royal Institute of Cornwall ,III,,,,,,,,,https://archive.org/details/journalofroyalin7188183roya,28/04/2018
10154,SCO5192,Bibliographic reference,Unknown,"Marsden, JG",1923,Some Unrecorded Prehistoric Sites in West Penwith,,,,,,,,,,,,,,
10155,SCO5195,Bibliographic reference,Journal Article,"Crawford, O. G. S.",1921,The Ancient Settlement at Harlyn Bay,,,Antiquaries Journal,1,,281,299,,,,,,,
10156,SCO5202,Bibliographic reference,Unknown,"Edmonds, R",1848,On the Hill-Castles and Cliff-Castles of Penzance,,,,,,,,,,,,,,
10157,SCO5253,Bibliographic reference,Journal Article,"Smith, G.; Macphail, R.; Mays, S.; Nowakowski, J.; Rose, P.; Scaife, R.; Sharpe, A.;",1996,"Archaeology and environment of a Bronze Age cairn and prehistoric and Romano-British field system at Chysauster, Gulval, near Penzance, Cornwall",,,Proceedings of the Prehistoric Society,62,,167,219,,,,,,,
10158,SCO5335,Article in serial,Journal Article,"Miles, H. ",1975,Excavations at Caerloggas,,,CAS Newsletter,,,,,,,,,,,
10159,SCO5342,Article in serial,Journal Article,SOCIETY OF ANTIQUARIES,1770-1991,Archaeologia,,,,,,,,,,,,,,
10160,SCO5852,Unedited Source,Unknown,UNKNOWN,1827,CELTIC REMAINS IN THE WEST OF CORNWALL,,,,,,,,,,,,,,
10161,SCO6007,Unedited Source,Unknown,WALLIS,1847,CORNWALL REGISTER,,,,,,,,,,,,,,
10162,SCO6181,Unedited Source,Unknown,"SPENCE BATE, C",1864,ON A BARROW IN CONSTANTINE BAY,,,,,,,,,,,,,,
10163,SCO6182,Unedited Source,Unknown,"SPENCE BATE, C",1864,ON A CORNISH KJOKKENMODDING,,,,,,,,,,,,,,
10164,SCO6357,Unedited Source,Unknown,"BRENT, F",1879,STONE IMPLEMENTS,,,,,,,,,,,,,,
10165,SCO6360,Unedited Source,Unknown,UNKNOWN,1879,THE CORNISHMAN,,,,,,,,,,,,,,
10166,SCO6368,Article in serial,Journal Article,UNKNOWN,1880,TRANS PENZANCE NAT HIST AND ANTIQ SOC,,,,,,,,,,,,,,
10167,SCO6438,Unedited Source,Unknown,"BLIGHT, JT",1886,ARCHAEOLOGY,,,,,,,,,,,,,,
10168,SCO6929,Article in serial,Journal Article,UNKNOWN,1905,Visit to Trenoweth Manor,,,,,,,,,,,,,,
10169,SCO7020,Unedited Source,Report,PENROSE WILLIAMS,1913,CONSTANTINE ISLAND AND HUTS 1901-13,,,,,,,,,,,,,,
10170,SCO7069,Unedited Source,Unknown,PENROSE WILLIAMS,1921,CONSTANTINE ISLAND AND THE HUTS,,,,,,,,,,,,,,
10171,SCO708,Article in serial,Journal Article,"Dimbleby, GW",1963,"Pollen Analysis from Two Cornish Barrows (JRIC, NS, Vol IV, 1963)",,,,,,,,,,,,,,
10172,SCO7121,Unedited Source,Unknown,"DOWIE, HG",1926,TORQUAY,,,,,,,,,,,,,,
10173,SCO7174,Unedited Source,Unknown,UNKNOWN,1930,GIFTS AND ADDITIONS TO THE MUSEUM 1929,,,,,,,,,,,,,,
10174,SCO7175,Unedited Source,Unknown,UNKNOWN,1930,HARLYN BAY REPORT,,,,,,,,,,,,,,
10175,SCO721,Article in serial,Journal Article,"Dudley, D.",1968,Excavation News 1967-1968: Barrow at Carnon Downs,,,Cornish Archaeology,7,,,,,,,,,,
10176,SCO722,Article in serial,Journal Article,"Dudley, D.",1968,"Excavation News 1967-1968: Tregiffian, St Buryan",,,Cornish Archaeology ,7,,,,,,,,,,
10177,SCO723,Article in serial,Journal Article,"Dudley, D",1968,"Excavation News 1967-1968: Woolley Barrow, Morwenstow (Cornsih Archaeology No 7, 1968)",,,,,,,,,,,,,,
10178,SCO7267,Unedited Source,Unknown,UNKNOWN,1936,BM QUARTERLY,,,,,,,,,,,,,,
10179,SCO730,Article in serial,Journal Article,"Dudley, D.",1961,"Some cist-graves in Poynter's Garden, St Mary's, Isles of Scilly",,,Proceedings of the West Cornwall Field Club,,,221,231,,,,,,,
10180,SCO731,Article in serial,Journal Article,"Dudley, D.",1962,"The Excavation of a Barrow at Glendorgal, Newquay, 1957",,,Cornish Archaeology,1,,9,16,,,,,,,
10181,SCO7321,Article in serial,Journal Article,Devon and Cornwall Notes and Queries,1900-,Devon and Cornwall Notes and Queries,,,,,,,,,,,,,,
10182,SCO7328,Unedited Source,Unknown,"HICKS, JW & PENROSE, G",1940,STONE CIST AT LELLISSICK FARM,,,,,,,,,,,,,,
10183,SCO7331,Unedited Source,Unknown,"RADFORD, CAR",1940,BRITISH VILLAGE AT PREDANNACK (MS),,,,,,,,,,,,,,
10184,SCO7348,Unedited Source,Unknown,"ANDREW, CKC",1942,SUMMARY OF DAVIDSTOW EXCAVATIONS SENT TO TO CHIEF INSPECTOR OF MOW,,,,,,,,,,,,,,
10185,SCO736,Article in serial,Journal Article,"Dudley, D.; Thomas, C.",1965,"An Early Bronze Age Burial at Rosecliston, Newquay",,,Cornish Archaeology,3,,10,16,,,,,,,30/04/2018
10186,SCO7459,Article in serial,Journal Article,West Cornwall Field Club,,Proceedings of the West Cornwall Field Club,,,,,,,,,,,,,,
10187,SCO7470,Unedited Source,Unknown,"PENNA, LJ",1950,ARCHAEOLOGICAL NOTES,,,,,,,,,,,,,,
10188,SCO7496,Unedited Source,Unknown,UNKNOWN,1951,AM 7,,,,,,,,,,,,,,
10189,SCO7531,Article in serial,Journal Article,"Dudley, D.; Patchett, F.",1953,"Excavations at Kerrow Farm, Zennor, 1935",,,Proceedings of the West Cornwall Field Club,1(2),,44,45,,,,,,,
10190,SCO7542,Unedited Source,Unknown,UNKNOWN,1953,LATER PREHSTORIC ANTIQUITIES (MB PUBLICATION),,,,,,,,,,,,,,
10191,SCO7583,Article in serial,Journal Article,"Dudley, D.",1955,Excavation at Trevone,,,,,,,,,,,,,,
10192,SCO7584,Unedited Source,Unknown,"DUDLEY, D",1955,RECENT WORK IN CORNISH ARCHAEOLOGY,,,,,,,,,,,,,,
10193,SCO7595,Article in serial,Journal Article,"THOMAS, I, et al",1955,"Kynance Gate 1953-54, Flint Industries from the Lizard, The Penmenner Burial",,,,,,,,,,,,,,
10194,SCO760,Article in serial,Journal Article,"Dudley. D.; Jope, E.",1965,"An Iron Age cist-burial with two brooches from Trevone, North Cornwall",,,Cornish Archaeology,4,,18,23,,,,,,,
10195,SCO7615,Unedited Source,Unknown,"SOMERSCALES, MI",1956,CORNISH NOTES AND QUERIES,,,,,,,,,,,,,,
10196,SCO7684,Unedited Source,Unknown,MOW,1958,AM 7,,,,,,,,,,,,,,
10197,SCO7854,Article in serial,Journal Article,"Douch, L.",1962,Archaeological Discoveries recorded in Cornish Newspapers before 1855,,,Cornish Archaeology,1,,92,98,,,,,,,
10198,SCO7991,Unedited Source,Unknown,"SMIRKE, E",1968,DISCOVERY OF GOLD CUP IN BARROW IN CORNWALL,,,,,,,,,,,,,,
10199,SCO8011,Unedited Source,Unknown,"MERCER, R",1969,AM 7,,,,,,,,,,,,,,
10200,SCO8077,Unedited Source,Unknown,"TAYLOR, JJ",1970,LUNULAE RECONSIDERED,,,,,,,,,,,,,,
10201,SCO8142,Unedited Source,Unknown,"DOUCH, HL",1972,MUSEUM ACCESSION REGISTER,,,,,,,,,,,,,,
10202,SCO8157,Unedited Source,Unknown,RIC,1972,MUSEUM ENQUIRIES BOOK,,,,,,,,,,,,,,
10203,SCO8189,Unedited Source,Unknown,"MILES, H",1973,THE WATCH HILL BARROW,,,,,,,,,,,,,,
10204,SCO8322,Unedited Source,Unknown,RIC Collection,1975,Royal Institution of Cornwall - Catalogue,,,,,,,,,,,,,,
10205,SCO8333,Unedited Source,Unknown,"WYMER, JJ",1975,RIC CATALOGUE OF ACCESSIONS,,,,,,,,,,,,,,
10206,SCO8343,Unedited Source,Unknown,"MILES, H",1976,A CAIRN NEAR THE WESTERN END OF THE BODMIN BY-PASS,,,,,,,,,,,,,,
10207,SCO8352,Unedited Source,Unknown,"TRUDGIAN, P",1976,"EXCAVATION OF A BARROW AT TICHBARROW BEACON, LESNEWTH, 1864",,,,,,,,,,,,,,
10208,SCO8353,Unedited Source,Journal Article,"Trudigan, P.",1976,"Observation and excavation at Tichbarrow, Davidstow",,,Cornish Archaeology ,15,,31,45,,,,,,,
10209,SCO8368,Unedited Source,Unknown,CCRA,1977,WATCHING BRIEF AT DRAIN INSTALLATION,,,,,,,,,,,,,,
10210,SCO8630,Unedited Source,Unknown,"SMITH, G",1981,THE LIZARD PROJECT,,,,,,,,,,,,,,
10211,SCO8631,Unedited Source,Unknown,"SMITH, G",1981,"THE LIZARD PROJECT, GOONHILLY DOWNS",,,,,,,,,,,,,,
10212,SCO8693,Unedited Source,Unknown,"BORRIDGE, G",1983,"TREWRICKLE BARROW, NOTE OF EXCAVATION",,,,,,,,,,,,,,
10213,SCO8760,Unedited Source,Unknown,"THOMAS, AC & RATCLIFFE, JE",1984,PRELIMINARY REPORT OF BOSILIACK EXCAVATIONS,,,,,,,,,,,,,,
10214,SCO8853,Unedited Source,Unknown,"TURK, FA",1986,ON SOME HUMAN REMAINS FROM CRANTOCK,,,,,,,,,,,,,,
71172,,,Journal Article,"Kelly, D.",1971,Quarry Wood Camp: a Belgic oppidum,,,Archaeologia Cantiana,86,,55,84,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.086 - 1971/page v + vi contents.htm,29/09/2017
71174,,,Book,"Thompson, I.",1982,Grog-tempered 'Belgic' Pottery of South-eastern England,,,,,BAR British Series 108 (i)-(iii),,,British Archaeological Reports,Oxford,,,,,
71175,,,Journal Article,"Birchall, A.",1965,The Aylesford-Swarling culture: the problem of the Belgae reconsidered,,,Proceedings of the Prehistoric Society,31,,241,367,,,,,,,
71176,,,Book Section,"Stead, I.",1971,The reconstruction of Iron Age buckets from Aylesford and Baldock,"Sieveking, G. de G.",Prehistoric and Roman Studies: Commemorating the Opening of the Department of Prehistoric and Roman Antiquities.,,,,250,282,British Museum,London,,,,,
71177,,,Journal Article,"Evans, A.",1890,"On a Late-Celtic urnfield at Aylesford, Kent, and on the Gaulish, Illyro-Italic and Classical connections of the forms of pottery and bronze work there discovered",,,Archaeologia,52(2),,315,388,,,,,,,
71178,,,Journal Article,"Kelly, D.",1974,Researches and discoveries in Kent,,,Archaeologia Cantiana,89,,205,214,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.089 - 1974/page v + vi contents.htm,29/09/2017
71179,,,Journal Article,"Brinson, J.",1943,"Two Burial Groups of Belgic Age, Hothfield Common, near Ashford",,,Archaeologia Cantiana,56,,41,47,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.056 - 1943/page v + vi contents.htm,06/10/2017
71180,,,Book,"Jessup, R.",1930,The Archaeology of Kent,,,,,,,,Methuen & Co. Ltd.,London,,,,,
71184,,,Journal Article,"Grove, L.",1959,Archaeological notes from Maidstone Museum,,,Archaeologia Cantiana,73,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.073%20-%201959/13/226.htm,13/06/2017
71185,,,Journal Article,"Frere, S.",1944,"An Iron Age Site at West Clandon, Surrey, and some aspects of Iron Age and Romano-British culture in the Wealden Area",,,Archaeological Journal,101,,50,67,,,,,https://doi.org/10.1080/00665983.1944.10853777,,13/06/2017
60000,3073,Article,Journal Article,"Hedges, J.",1978-80,Short cists recently excavated at Lower Ellibister and other locations in Orkney,,,Proceedings of the Society of Antiquaries of Scotland,110,,44,71,,,,,,http://archaeologydataservice.ac.uk/archiveDS/archiveDownload?t=arch-352-1/dissemination/pdf/vol_110/110_044_071.pdf,16/08/2017
60001,3791,Book,Book,RCAHMS,1946,"The Royal Commission on the Ancient and Historical Monuments of Scotland. Twelfth report with an inventory of the ancient monuments of Orkney and Shetland,",,,,,,,,HMSO,Edinburgh,,,,,
60002,9518,Article,Journal Article,"Cowen, J D",1967,"'Museum notes',",,,Archaeologia Aeliana,45,4th,,,,,,,,,
60003,90978,Book Section,Book Section,"Sheridan, A",2004,"'Archaeological investigations 1773 ? 2003 and beyond: an intriguing steatite urn from Orkney',",,Papers and Pictures in Honour of Daphne Home Lorimer MBE,,,,,,Orkney Archaeological Trust,,,,,http://www.orkneyjar.com/archaeology/dhl/papers/as/index.html [Accessed 3 May 2012].,
60004,91218,Article,Journal Article,"Sheridan, A",2005,"'An early historic steatite urn from Orkney: new information from an old find',",,,Archaeologia Aeliana,34,5th,,,,Newcastle Upon Tyne,,,,,
60005,7631,Article,Journal Article,"Watt, W G T",1878,"'Notice of the discovery of a cist, with three skeletons, at Innertown, near Stromness, Orkney',",,,Proceedings of the Society of Antiquaries of Scotland,12,,,,,,,,,,
60006,3182,Article,Journal Article,"Hedges, M.",1979,"The excavation of the Knowes of Quoyscottie, Orkney: a cemetery of the early first millenium BC",,,Proceedings of the Society of Antiquaries of Scotland,108,,130,155,,,,,,,
60007,34006,Article,Journal Article,"Downes, J.",1994,Linga Fold (Sandwick parish): Bronze Age burial mounds,,,"Discovery and Excavation, Scotland",,,91,92,,,,,,,
60008,36226,Article,Journal Article,"Moore, H.; Wilson, G.",1995,"Two Orcadian cist burials: excavations at Midskaill, Egilsay and Linga Fiold, Sandwick",,,Proceedings of the Society of Antiquaries of Scotland,125,,237,251,,,,,,,
60009,51181,Book Section,Book Section,"Sheridan, A.",1999,"Drinking, driving, death and display: Scottish Bronze Age artefact studies since Coles","Harding, A.",Experiment and design: archaeological studies in honour of John Coles,,,,49,59,Oxbow,Oxford,,,,,
60010,5132,Article,Journal Article,"Marwick, H",1951,"'Notes of archaeological remains found in Orkney',",,,Proceedings of the Society of Antiquaries of Scotland,83,,,,,,,,,,
60011,7633,Article,Journal Article,"Watt, W G T",1885,"'Notice of the discovery of two cists with urns of Steatite, in the parish of Sandwick, Orkney',",,,Proceedings of the Society of Antiquaries of Scotland,19,,160,161,,,,,,,
60012,4296,Article,Journal Article,"Lysaght, A M",1974,"'Note on a grave excavated by Joseph Banks and George Low at Skaill in 1772',",,,Proceedings of the Society of Antiquaries of Scotland,104,,,,,,,,,,
60013,4297,Article,Journal Article,"Lysaght, A M",1974,"'Joseph Banks at Skara Brae and Stennis, Orkney, 1772',",,,Notes and Records of the Royal Society of London,28,,,,,,,,,,
60014,5754,Article,Journal Article,"Morris, C D et al",1985,"'Skaill, Sandwick, Orkney: preliminary investigations of a mound-site near Skara Brae',",,,Glasgow Archaeology Journal,12,,,,,,,,,,
60015,5845,Article,Journal Article,"Morrison, A",1979,"'A Bronze Age burial site at South Mound, Houston, Renfrewshire',",,,Glasgow Archaeology Journal,6,,,,,,,,,,
60016,82271,Article,Journal Article,"Saunders, M",2009,"'Birsay-Skaill Landscape Archaeology Project - Bay of Skaill, Orkney (Sandwick parish), geophysical survey',",,,"Discovery and Excavation, Scotland",10 (New series),,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60017,9567,Book Section,Book Section,"Dalland, M.",1990,"A rock-cut tomb at Sand Fiold, Orkney',",,,,,,4,6,,Edinburgh,,,,,
60018,9568,Article,Journal Article,HBM,1990,"'Sand Fiold, Orkney',",,,Current Archaeology,10,,,,,,,,,,
60019,10400,Article,Journal Article,"Dalland, M",1989,"'Sand Fiold (Sandwick parish), stone cist',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60020,49400,Article,Journal Article,"Denison, S",1994,"'News',",,,British Archaeological News,17,,,,Council for British Archaeology,,,,,,
60021,52685,Article,Journal Article,"Dalland, M.",1999,Sand Fiold: the excavation of an exceptional cist in Orkney,,,Proceedings of the Prehistoric Society,65,,373,414,,,,,,,
60022,54808,Report,Report,Historic Scotland,1989,"Archaeological operations and conservation annual report 1989,",,,,,,,,Historic Scotland,Edinburgh,,,,,
60023,115,Book,Book,"Davidson, J.; Henshall, A.",1989,"The chambered cairns of Orkney: An Inventory of the Structures and their Contents,",,,,,,,,Edinburgh University Press,Edinburgh,,,,,
