GID,GID_gg,HER_finds_ID,Object_category,HER_object_montype,HER_object_findtype,Object_type_code,Object_type,Object_type_specific,Object_description,Metalwork_phase,Object_completeness,Object_condition,Object_orientation,Object_body_relationship,Object_placement_broad,Object_placement_specific,Decorated_object,Old_object,Materials_summary,Related_GID_hr,Current_museum_location,Museum_accession_number,PAS_ID,PAS_URL,Related_Event_ID
60031,73148,,Container,,,212,Vessel (Unknown/Unspecified),,"Large steatite cinerary urn  (50cm high & 57cm diameter!) with triple grooving just below the rim, it was a third filled with cremated bones",N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Steatite,71412,Unknown,,,,
72328,73149,,Unknown,,,219,Worked Stone,,"Perforated  with two rows of incised rings round it similar to those on the stone (steatite)  urn, yet this was associated with the other cremation burial ",N/a,Complete,Unknown,Unknown,Indirect,In chamber/cist,In cist and next to cremation ,,,Stone (Uncertain/Unspecified),71413,Unknown,,,,
72328,73150,,Pot,,,170,Pot,Urn (Unknown/Unspecified),Small clay urn containing cremation - no further detail on its type as it fell to pieces; 14cm high,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,71413,Unknown,,,,
60031,73151,,Other,,,120,Mortar/Pestle,,Broken stone pestle or rubber,N/a,Fragment(s),Worn,Unknown,Direct,In chamber/cist,In cist next to urned cremation ,,,Stone (Uncertain/Unspecified),71412,Unknown,,,,
60033,73153,,Natural object,,,128,Pebble,,Largish rounded beach cobble placed in east end of cist ,N/a,Complete,Unknown,Unknown,Indirect,In grave fill,Placed in east end of cist  while body lay in west end ,,,Stone (Uncertain/Unspecified),71414,Unknown,,,,
72329,73154,,Natural object,,,128,Pebble,,Largish rounded beach cobble placed in east end of cist ,N/a,Complete,Unknown,Unknown,Indirect,In grave fill,Placed in east end of cist  while body lay in west end ,,,Stone (Uncertain/Unspecified),71415,Unknown,,,,
72330,73155,,Natural object,,,128,Pebble,,Largish rounded beach cobble placed in east end of cist ,N/a,Complete,Unknown,Unknown,Indirect,In grave fill,Placed in east end of cist  while body lay in west end ,,,Stone (Uncertain/Unspecified),71416,Unknown,,,,
72331,73156,,Pot,,,152,Pot,Food Vessel,Cnip (Dunwell et al 1995): Plain urn on side at head of burial coarse plain vessel of simple bipartite form with an upright rim (possibly some affinities to Food Vessel) ,N/a,Complete,Unknown,On side,Direct,Head,Placed in front of face ,,,Pottery,71417,Unknown,,,,425
72331,73157,,Cover,,,262,Cover,,An extensive brown stain around the body suggests decayed textile or hide,N/a,Unknown,Unknown,Unknown,Direct,Covering the body,Stain covering and surrounding body ,,,Organic  (Uncertain/Unspecified),71417,Unknown,,,,425
72336,73169,,Natural object,,,188,Shell,,Fragments of egg shell of owl or rock pigeon under arm of Skeleton 3 in cell 5,N/a,Fragment(s),Unknown,Unknown,Direct,Arms,Egg shell under arm,,,Coral/Shell [Shell],71428,National Museum of Scotland,,,,
72337,73172,,Pot,,,168,Pot,Unstan Ware,Sherds of carinated bowls of Unstan type - at least 7 vessels - some with incised lines on rim,N/a,Fragment(s),Unknown,Unknown,Direct,Mixed with body parts,In cell 7,,,Pottery,"71430, 71431, 71432",National Museum of Scotland,,,,
72337,73173,,Pot,,,168,Pot,Unstan Ware,Sherds of carinated bowls of Unstan type - at least 7 vessels - some with incised lines on rim,N/a,Fragment(s),Unknown,Unknown,Direct,Mixed with body parts,In cell 7 ,,,Pottery,"71430, 71431, 71432",National Museum of Scotland,,,,
72337,73174,,Pot,,,168,Pot,Unstan Ware,Sherds of carinated bowls of Unstan type - at least 7 vessels - some with incised lines on rim,N/a,Fragment(s),Unknown,Unknown,Direct,Mixed with body parts,In cell 7 some mixed in with human remains ,,,Pottery,"71430, 71431, 71432",National Museum of Scotland,,,,
72337,73175,,Pot,,,147,Pot,Carinated Bowl,Semi-complete round-based carinated bowl in clay on W side of Cell 7,N/a,Almost complete,Unknown,On side,Direct,Mixed with body parts,Placed into clay deposits on W side of Cell 7 ,,,Pottery,"71430, 71431, 71432",National Museum of Scotland,,,,
72338,73176,,Pot,,,168,Pot,Unstan Ware,Sherds of carinated bowls of Unstan type  - some with incised lines on rim - near infant inhumation ,N/a,Fragment(s),Unknown,Unknown,Direct,Alongside body,In cell near infant inhumation ,,,Pottery,71432,National Museum of Scotland,,,,
72338,73177,,Pot,,,168,Pot,Unstan Ware,Everted rim sherds with moulding in E side of cell 8,N/a,Fragment(s),Unknown,Unknown,Direct,Alongside body,On E side of cell 8 near disarticulated inhumation ,,,Pottery,71433,National Museum of Scotland,,,,
72339,73178,,Animal bone,,,1,Animal Bone (Other),,Ox rib (immature) lay amongst bones of adult female in cell 10,N/a,Unknown,Unknown,Unknown,Direct,On top of body,Ox rib placed on top of female inhumation ,,,Pottery,71434,National Museum of Scotland,,,,
60036,73179,,Container,,,29,Basket,,Large deposit of cremated remains contained within a finely encased woven basket ,N/a,Unknown,Unknown,Unknown,Direct,Container of body,Finely woven basket holds the cremated remains ,,,Textile,71436,Unknown,,,,725
60036,73180,,Unknown,,,211,Unknown Object,,Copper alloy pyre debris and cramp; burnt copper object NB not clear where this material was located in the cist/with which cremation deposit,N/a,Unknown,Burnt,Unknown,Direct,Mixed with body parts,With cremated remains - copper alloy pyre debris ,,,Bronze/Cu Alloy [Copper Alloy],71437,Unknown,,,,725
72343,73185,,Pot,,,172,Pot (Unknown/Unspecified),,"<Uneval, N Uist, EBA inhumation burial>: Cinerary urn - possibly Food Vessel? ",N/a,Fragment(s),Unknown,Unknown,Indirect,In chamber/cist,Associated with human bones ,,,Pottery,71443,Unknown,,,,
72341,73186,,Pot,,,168,Pot,Unstan Ware,"<Uneval, N Uist, EN burials>: Round based pots of earlier Neo date - Unstan ware - broken and scatterd about bones ",N/a,Fragment(s),Unknown,Unknown,Direct,Mixed with body parts,,,,Pottery,71439,National Museum of Scotland,X.EO 862,,,
72341,73187,,Natural object,,,128,Pebble,,"<Uneval, N Uist, EN burials>: Stone ball - likely a beach pebble  (it is not a carved stone ball!) ",N/a,Complete,Unknown,Unknown,Direct,Mixed with body parts,,,,Stone (Uncertain/Unspecified),71440,National Museum of Scotland,X.EO 869,,,
72342,73189,,Pot,,,168,Pot,Unstan Ware,Broken and burnt vessel 10 - decorated Unstan bowl. 2/3rds complete ,N/a,Fragment(s),Unknown,On side,Direct,In chamber/cist,scattered a bit in cist - probably associated with firts burial ,,,Pottery,71441,Unknown,,,,
72342,73190,,Pot,,,168,Pot,Unstan Ware,Pot 14 - burmt and scattered around body - decorated Unstan vessel broken ,N/a,Fragment(s),Unknown,Unknown,Direct,Alongside body,In chamber ,,,Pottery,71442,Unknown,,,,
72344,73191,,Pot,,,172,Pot (Unknown/Unspecified),,Ashes and an urn,N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,71448,Unknown,,,,
72345,73192,,Cover,,,257,Shroud,,skeleton is wrapped in a fibrous woven fabric,N/a,Unknown,Unknown,Unknown,Direct,Container of body,Wrapped around body ,,,Textile,71449,Unknown,,,,498
72346,73193,,Animal bone,,,1,Animal Bone (Other),,Non-human animal tooth with cremation ,N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,Animal tooth (unburnt) with the cremated remains ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Tooth],71450,Unknown,,,,
72347,73194,,Axe,,,25,Axe/Axehead,Axe (Polished),A polished stone implement (green porphyry or serpentine/ greenstone) with broken handle - described like an axe.It was 12cm long and 6cm broad at one end; handle broken off. It tapered to a point at the other and tapered to two sharp edges,N/a,Almost complete,Damaged,Unknown,Indirect,In chamber/cist,In cist with degraded inhumation ,,,Greenstone,71451,Unknown,,,,516
72348,73195,,Cover,,,257,Shroud,,portions of woollen cloth of four or five different textures likely wrapping the body,N/a,Unknown,Unknown,Unknown,Direct,Container of body,Likely wrapped around the body ,,,Textile,71452,National Museum of Scotland,H.NA 307,,,587
72348,73196,,Jewellery,,,30,Bead(s),,"An amber bead and an another of opaque vitreous paste, possibly faience. Found within the wrapped woollen cloth",N/a,Unknown,Unknown,Unknown,Unknown,In chamber/cist,Found in cist wrapped in woollen cloth ,,,Amber,71452,National Museum of Scotland,,,,587
72348,73197,,Jewellery,,,30,Bead(s),,A possible faience bead with the amber bead ,N/a,Complete,Unknown,Unknown,Unknown,In chamber/cist,Found in cist wrapped in woollen cloth ,,,Faience,71452,National Museum of Scotland,,,,587
72350,73198,,Container,,,212,Vessel (Unknown/Unspecified),,Small stone urn (steatite?) oval in shape with flat based and with 3 perforations on base. It was smashed by the schollboys who found it The pot was 27cm in diameter and had a flat base,N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Steatite,71456,Unknown,,,,
72351,73199,,Container,,,212,Vessel (Unknown/Unspecified),,"<Blowes, Deerness, cist burial>: Steatite urn lying on side on cremation; 0.21m high and shallow indentation below rim",N/a,Almost complete,Unknown,On side,Direct,On top of body,Resting on top of pile of cremated bones on its side ,,,Steatite,71457,Orkney Museum (Kirkwall),,,,668
72352,73200,,Pot,,,172,Pot (Unknown/Unspecified),,"<Blowes, Deerness, pit burial>: Large cinerary urn. Pot was upright and had a flat cover stone over its lid. It was large and round-based.Dark-coloured urn containing the miniature vessel as well as the cremated remains. Unusual vessel - local to Orkney? Not like a Collared Urn but some vague similarities with Food Vessel although very vague.Lacks decoration and is 45 cm tall and 37cm wide at mouth. ",N/a,Almost complete,Unknown,Upright,Direct,Container of body,,,,Pottery,71458,Orkney Museum (Kirkwall),,,,668
72352,73201,,Pot,,,157,Pot,Miniature/Pygmy Vessel,"<Blowes, Deerness, pit burial>: Small miniature vessel contained within the large cinerary urn. It was blackened and heat-affected on exterior; 12cm at base & 7cm tall ",N/a,Complete,Burnt,Unknown,Direct,Mixed with body parts,Inside large Cinerary Urn in pot and mixed with cremated remains ,,,Pottery,71458,Unknown,,,,668
72353,73202,,Axe,,,118,Macehead,,Cushion macehead may have come from the cist as it was found very close by and the area had been disturbed ,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Stone (Uncertain/Unspecified),,Unknown,,,,669
72354,73203,,Axe,,,118,Macehead,,"Bone hammer found on the cist cover-stones, now lost; sounds like a macehead really as it is boneMay be antle mace. Interesting that it was placed on top of the cist cover stone, not actually in cist itselfUnfortuntaely it is now lost. ",N/a,Unknown,Unknown,Unknown,Indirect,On cist/capstone,"placed on top of the cist cover stone, not actually in cist itself",,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],71461,Unknown,,,,672
72355,73204,,Animal bone,,,1,Animal Bone (Other),,Bones of sea fowl above the cremation in grave fill ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,In grave fill above second cremation ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],71462,Unknown,,,,
72355,73205,,Unknown,,,219,Worked Stone,,Decorated incised and grooved stone ,N/a,Unknown,Unknown,Unknown,Direct,Alongside body,Placed beside lower cremation - decorated incised and grooved stone ,,,Stone (Uncertain/Unspecified),71463,Unknown,,,,
72358,73208,,Pot,,,172,Pot (Unknown/Unspecified),,"<Moore and Wilson 1995, 238 Midskaill>: 42 sherds of coarse pot, 15 from the cremation deposit (F2) and 27 from the disturbed fill (Fl) were found. The sherds appear to derive from a single vessel, but not to constitute an entire pot. The large rim sherd had a patch of glassy, vitrified material on its outer surface. Some smaller sherds had a 'honeycomb' texture when observed in profile, due to the loss of their organic temper, and warping had rendered the fabric unstable. These characteristics appear to be secondary, possibly the result of refiring on the cremation pyre, and may account for the partial recovery of the vessel. Flat-rimmed ware was the principal  type of pottery in use during the Mid-Late  Bronze Age periods outside of the Deverel-Rimbury and Trevisker ranges. It has also been found in deposits dating from the Neolithic to the Early Iron Age period.",N/a,Fragment(s),Burnt,Unknown,Missing,In grave fill,,,,Pottery,73291,Unknown,,,,724
72359,73209,,Unknown,,,211,Unknown Object,,Copper alloy melted object - pyre good,N/a,Unknown,Burnt,Unknown,Direct,Mixed with body parts,In cist mingled with cremated remains - pyre good of copper alloy that was totally melted on pyre ,,,Bronze/Cu Alloy [Copper Alloy],71467,National Museum of Scotland,,,,728
72359,73210,,Pot,,,172,Pot (Unknown/Unspecified),,Deposit of pottery from cist interior - no further information. Fragmented and mixed in with cremated remaijns ,N/a,Fragment(s),Unknown,Unknown,Direct,Mixed with body parts,Mixed with cremated remians - may originally have contained them but uncertain ,,,Pottery,71467,National Museum of Scotland,,,,728
72360,73211,,Pot,,,152,Pot,Food Vessel,Fragmentary and only partially complete Food Vessel with incised decoration . It may originally have been complete but hit by tractor. Accompanied the cremated remains Zig zag and chevron incised decoration over body and reaching to base. Quite scorched on outside and also has residue. Rim missing but would originally have been quite a large vessel ,N/a,Almost complete,Burnt,Unknown,Unknown,Unknown,Accompanied the cremation (but it was disturbed by tractor) ,,,Pottery,71468,Orkney Museum (Kirkwall),1987.4,,,734
72362,73214,,Natural object,,,128,Pebble,,Large smooth beach pebble near head ,N/a,Complete,Unknown,Unknown,Direct,Head,Placed above head ,,,Stone (Uncertain/Unspecified),71470,Unknown,,,,
60046,73216,,Unknown,,,211,Unknown Object,,"<Hedges 1980, Werne Cist 1>: 2 pieces of textile. 1 is rolled cloth with plain weave and one Z-spun yarnHedges suggests this may have been recovered from the pyre but does not mention directly whether or not the fragment is burnt",N/a,Fragment(s),Burnt,Unknown,Indirect,In chamber/cist,SE corner of cist,,,Textile,71471,Unknown,,,,
60046,73217,,Pot,,,172,Pot (Unknown/Unspecified),,"<Hedges 1980, Werne Cist 1>: Two joining rim sherds & 3 body sherds; undecoratedHedges suggests this may have been recovered from the pyre but does not mention directly whether or not the fragment is burnt",N/a,Fragment(s),Burnt,Unknown,Direct,Alongside body,NE corner of cist,,,Pottery,71471,Unknown,,,,
60048,73218,,Pot,,,152,Pot,Food Vessel,Large Food Vessel containing the cremated remains ,N/a,Almost complete,Unknown,Unknown,Direct,Container of body,,,,Pottery,71472,Unknown,,,,
60050,73221,,Pot,,,152,Pot,Food Vessel,Food Vessel with incised chevron decoration; fragmentary ,N/a,Fragment(s),Unknown,Unknown,Unknown,Unknown,With cremated remains ,,,Pottery,71475,Unknown,,,,463
72364,73222,,Axe,,,118,Macehead,,"perforated deer-horn implement, an antler macehead. It was 120mm long, 30mm wide and one edge was squared off and the other ground diagonally to an edge. The circulat holw was drilled through towards it butt end ",N/a,Almost complete,Unknown,Unknown,Direct,Mixed with body parts,Next to cremation and below inhumation ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Antler],71477,Orkney Museum (Kirkwall),,,,582
