Site_ID,PGGP_event_ID,HER_event_ID,HER_event_type,Event_type,Event_name,Event_description,Event_summary,Event_start,Event_end
60083,649,873876,ARCHAEOLOGY NOTES,,,"HY44NE 3 4654 4746.   HY 465 474. Point of Cott. A long stalled horned Orkney-Cromarty type chambered cairn lies on the very edge of cultivated land about 14' above the rocky shore, with its main axis parallel to the edge of the low cliffs. The cairn has been eroded along the east side and around the north end, but the remaining mound is 100'N-S. The north end is about 25' wide and the south end 45'. It is grass-grown, composed of flat slabs and rises to a maximum height of about 5' at the south end. (For full description, see A S Henshall 1963).  RCAHMS 1946, visited 1935; A S Henshall 1963, visited 1957.   The remains of a stalled long horned chambered cairn at HY 4654 4746, as described and planned by Henshall.  Surveyed at 1/2500.  Visited by OS (NKB) 2 July 1970.   The chambered cairn at Point of Cott was believed to be stalled cairn of 7 or more compartments. Excavation of the cairn, its chambers, and areas outwith the cairn, revealed that in face the site consists of 2 distinct elements.  At the south end a relatively standard stalled cairn of 4 compartments was discovered. Burial deposits (human bone, animal bone and pottery) were discovered on the floors of the first 3 stalls, and an unusual double cist-like arrangement occupied the floor of the fourth and northern-most-compartment.  These deposits were sealed by collapsed chamber and cairn material inter-mixed with which were human and animal bone, amongst the latter there being the talon of large birds of prey.  At the N end of the site a separate and apparently earlier structure was located. The exact nature of this structure has not yet been fully resolved, paricularly since it was largely destroyed in the process of its incorporation into the cairn of the chambered tombs.  J Barber 1984.",,,
60083,650,639164,FIELD VISIT,N/a,,"This long horned Orkney-Cromarty type stalled cairn lies on the coast edge and had already been affected by coastal erosion before being investigated and recorded in 1935. It was excavated in 1984-5 (Barber1998) and has been partially reinstated although it continues to erode. The minimum length of the cairn is estimated to have been over 30m, the southern facade was 16m wide while the surviving horn was 6m long. Excavation revealed that the cairn was of complex and sequential construction. At the south end a stalled cairn with four compartments was uncovered. The first three compartments contained deposits of human and animal bone and pottery. The fourth, northernmost, compartment was occupied by a double cist of unusual type. Beneath the north end of the cairn were found the remains of an earlier structure that had been badly damaged by the construction of the cairn.Moore and Wilson, 1998Coastal Zone Assessment Survey",,1998,
60083,651,619414,ORKNEY SMR NOTE,,,"A mound 100ft long, aligned almost due N-S, N end now 25ft wide, S end 45ft. Mound grass-covered, rises to 5ft high at S end. The face of a low bounding wall of drystone masonry visible on W side, both at N end and at S end where it continues its gentle outward sweep to form part of a horn or wall which projects at least 15ft 6in from the cairn. The E face of the horn returns without a break to form S end of cairn. In a limited investigation in 1935 RCAMS found the S wall-face for about 18ft stopping short of the position where an entrance might be expected, but no trace of a passage was found. The tops of 9 stones exposed in the mound centre represent the divisional slabs of the stalled chamber. [R1], [R2]",,,
60084,652,645397,ARCHAEOLOGY NOTES,Antiquarian Excavation (pre-1950),,"HY44NW 17 c. 431 473.   (Area: HY 429 474) Henshall classifies as an Orkney-Cromarty type long cairn, an immense chambered tomb at Korkquoy, at the foot of Knucker Hill (HY 428 470). It was destroyed in 1860 but Petrie gives an account by John Hewison, Westray, viz:""A mound extended from S to N about 100' long and 50' broad. The graves or tombs were nearest to the N end of the mound. There were two of them lying parallel to each other and about 3' apart. Each grave was about 10' long and 8' wide. They were formed with broad flagstones set on edge - the larger stones were on the W side. On the W side of the W grave there was a large stone 8' long, 1' thick, 3' (or 5') below the surface.  The skeletons in each grave lay N and S in several tiers one above the other, the heads of the skeletons of one tier lying N and the other S and so on alternately.  Five or six tiers were counted in one grave and six skulls in each tier, and the other grave was believed to contain about the same number which would give about 60 or 70 skeletons altogether. In the E graves some of the skeletons were observed to lie in a doubled or contracted posture, but in the W they lay on their sides with their faces to the E. Both graves were filled up with stones seemingly thrown down in a careless manner. It was evident that they had never been disturbed since the bodies had been placed in the grave and that they had all been interred at the same time.  The only relic found with them was a ball of quartz apparently mixed with greenstone.""  (G Petrie Antiquaries Ms 545, 17-18) (Located very approximately for Miss Henshall by E MacGillivray, County Library, Kirkwall, but see HY44NW 16). Curquoy applies to two cultivated fields about 1/2 mile due W of the centre of Loch Saintear (HY 438 475).(Information contained in a letter from  N Cooper to A S Henshall 1959).  RCAHMS 1946; A S Henshall 1963. No trace. Miss Henshall's grid reference occurs on a steep slope, an unsuitable position for a cairn. The name Korkquoy is not known locally. Visited by OS(RL) 27 June 1970.   Mr M Rendall of Breckowall farm pointed out Upper Curquoy field centred at HY 4315 4730, and Lower Curquoy field centred at HY 4330 4744. Both are under cultivation; the former on sloping ground immediately below Knucker Hill, and the latter on flat ground. Both show no concentration of stones indicative of the site of a cairn.  Visited by OS (JLD) 10 May 1983.The Orcadian newspaper describes the excavations in 1860-3 and mentions the finding of a quartzite ball (see References).",,01/01/1860,12/12/1860
60033,653,645577,ARCHAEOLOGY NOTES,Antiquarian Excavation (pre-1950),,"HY44NW 23 4472 4904 A mound immediately N of Gill Pier was built over at the end of last century, and two stone axes and some human remains were found in it. Petrie also recorded features at this point, but because of the dumping of rubbish nothing can now be seen. (Information from G Petrie notebook No.9, 30).  Proc Soc Antiq Scot 1885; G Petrie 1890; RCAHMS 1946; RCAHMS 1983, visited June 1981.",,01/01/1850,31/12/1850
60033,654,639174,FIELD VISIT,N/a,,"Located <10m from the coast edge.A mound located to the north of Gill Pier was built over in the last century and the site is now occupied by sheds and industrial equipment and debris. Two stone axes and human remains are said to have been found within the mound.Moore and Wilson, 1998Coastal Zone Assessment Survey",,1998,
60033,655,585636,PUBLICATION ACCOUNT,,,"HY44 7    KNOLL OF SKULZIEHY/447490A possible broch on Westray I.,  mentioned in G. Petrie's notebook [2];  it consists of a knoll with no traces of buildings.   Sources:  1. OS card HY 44 NW 23:  2.  RCAHMS 1946, 2, no. 1072, 360. E W MacKie 2002",,2002,
60108,656,884498,FIELD VISIT,N/a,,About half the original mound remains intact at the quarry-edge. Information from Orkney SMR (RGL) Jun 81.,,1981,
60108,657,645361,ARCHAEOLOGY NOTES,Partial Investigation,,"HY44NW 32 4389 4905.   HY 4389 4905. A low irregular mound in pasture at 20m OD to N of the Pierowall, was partially excavated in 1981 in advance of quarrying operations. The limited excavation showed that the mound contained the remains of an Early Iron Age settlement of the 1st and 2nd millennium which had destroyed all but the lowest metre or so of an underlying chambered cairn.(Confirmed by A S Henshall).  Attention to the site had been drawn by the discovery of a large decorated stone (1.30 x 0.41 x 0.52m) thought to have come from approximately where the cairn passage would have passed through the inner wall-face, and thus it may have been a passage lintel. It was found in two pieces, decorated with two pairs of spirals, concentric rings and other motifs, closely related to Irish megalithic art (cf: Newgrange). Two smaller decorated stones were found in the quarry dumps. Only a small part of the SE side of the cairn was exposed. The estimated diameter was about 18m edged by a revetment wall-face which stood up to 1m high in 14 courses; the bottom course was of very large slabs projecting about 0.1m. About 1.8m behind this was a second wall giving an estimated diameter of about 14m, and standing about 0.7m high in 8 courses. SSW of the estimated centre of the cairn, the core butted against two large slabs about 0.6m apart which were interpreted as part of a passage.  Immediately S of the wall-face the spread of rubble from the cairn was interrupted by the formation of a secondary platform on which had been built a rectangular structure dated to the late 3rd millennium and asssociated with Grooved Ware sherds. At about the same time, the cairn was levelled and the outer wall-face and rubble behind it were paved over at a height of 1.1m above ground surface.  Subsequently, after a period of abandonment a stone round house was built just within and concentric with the outer face of the underlying cairn. The interior of the round house was at a lower level than its outer wall and had been dug into the remains of the cairn. A large flint assemblage and human & animal bones were also found at the site.  In 1983 only the base courses of the SE arcs of the wall-face of the cairn were to be seen, and the profile of the mound in the quarry section.  Full report forthcoming.(Interim report 1981 (SDD, IAM).  Visited by OS (JLD) 11 May 1983.",,01/01/1981,31/12/1981
60108,658,619416,ORKNEY SMR NOTE,,,"During extension to Pierowall quarry to provide stone for the Gill Pier extension, a decorated stone was found in January 1981. The site was investigated on behalf of SDD by N R J Neil and F W Moran of North of Scotland Archaeological Services, and subsequently excavated by an Edinburgh team under the direction of N Sharples. During that excavation, another major piece of the decorated stone was found. The two pieces, which fit together, are covered with spiral ornament of the Newgrange style, and are on display in Tankerness House.The excavation, which was only partial, suggested that the decorated stone had been structurally part of the passage of a second millennium BC this was replaced by a settlement and subsequently by a massive circular structure of the Early Iron Age, either a large roundhouse or small ring-fort.[R1], [R2], [R3]",,,
60108,659,585657,PUBLICATION ACCOUNT,,,"HY44 8    PIEROWALL QUARRYHY/438490Early Iron Age roundhouse on Westray which was discovered during rescue excavations in 1981;  these took place after the discovery in the quarry of a decorated stone from a Neolithic tomb.   The excavation has been reported in detail [1].   The remains of the roundhouse were found on top of the abandoned Neolithic cairn, which had probably become a turfed mound by that time.   Only segments of the roundhouse wall remained and this had an  irregular curvature, so that its overall dimensions cannot be estimated;  it must however have been at least 16 m in overall width at one point. A thickness of 3.1 m could be measured at one point.  The old ground surface on which the wall stood gave a C-14 date of 560 +/- 80 bc (GU-1580). An occupation deposit was found outside the wall and more dates were obtained from bones from this, though most were of Neolithic age.  Iron Age bones gave a date of 475 +/- 60 bc (GU-1581).   Broadly speaking these two, when calibrated, confirm that the house belongs to the 7th and 6th centuries BC.The pottery from the midden included fragments of vessels with vertical rims and sharp shoulders, closely parallel to the material from the second pre-broch village at Jarlshof (HU30 1).  Thus as with Quanterness (HY41 5) and Bu (HY20 4) the radiocarbon dates and the distinctive pottery combined to give a clear picture of the age and cultural affinities of the house.Source: 1. Sharples 1984.E W MacKie 2002",,2002,
