GID_gg,Material_category,HER_material_type,Material_type_code,Material_type,Material_type_specific
73761,Other,,45,Leather,
73764,Wood,,41,Wood (Uncertain/Unspecified),
73764,Other,,45,Leather,
73765,Wood,,41,Wood (Uncertain/Unspecified),
73766,Wood,,41,Wood (Uncertain/Unspecified),
73768,Wood,,41,Wood (Uncertain/Unspecified),
73769,Wood,,41,Wood (Uncertain/Unspecified),
73771,Wood,,41,Wood (Uncertain/Unspecified),
73772,Wood,,41,Wood (Uncertain/Unspecified),
73773,Wood,,41,Wood (Uncertain/Unspecified),
73763,Wood,,41,Wood (Uncertain/Unspecified),
73774,Pottery,,10,Pottery,
40155,Iron,,24,Iron,
73775,Wood,,41,Wood (Uncertain/Unspecified),
73775,Iron,,24,Iron,
73775,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73776,Iron,,24,Iron,
73776,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73779,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73778,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73778,Iron,,24,Iron,
73777,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73781,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
40154,Iron,,24,Iron,
40154,Wood,,41,Wood (Uncertain/Unspecified),
73783,Iron,,24,Iron,
73784,Iron,,24,Iron,
73782,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
40156,Bronze,,9,Bronze/Cu Alloy,Bronze
40156,Bone,,23,Bone/Antler/Horn/Ivory/Tooth (Animal),Horn
40156,Other,,19,Glass,
73783,Wood,,41,Wood (Uncertain/Unspecified),
73784,Wood,,41,Wood (Uncertain/Unspecified),
40157,Bronze,,9,Bronze/Cu Alloy,Bronze
40157,Bone,,23,Bone/Antler/Horn/Ivory/Tooth (Animal),Horn
40157,Other,,19,Glass,
73785,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73786,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73786,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73787,Amber/jet/shale,,3,Amber,
73788,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73790,Flint,,17,Chert / Flint,Flint
73791,Pottery,,10,Pottery,
73789,Pottery,,10,Pottery,
73794,Iron,,24,Iron,
73793,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73792,Wood,,41,Wood (Uncertain/Unspecified),
73795,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73796,Pottery,,10,Pottery,
73797,Pottery,,10,Pottery,
73798,Pottery,,10,Pottery,
73799,Pottery,,10,Pottery,
73800,Pottery,,10,Pottery,
73801,Pottery,,10,Pottery,
73804,Stone,,42,Chalk,
73803,Wood,,41,Wood (Uncertain/Unspecified),
73807,Iron,,24,Iron,
73806,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73805,Wood,,41,Wood (Uncertain/Unspecified),
73808,Wood,,41,Wood (Uncertain/Unspecified),
73809,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73812,Iron,,24,Iron,
73811,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73810,Wood,,41,Wood (Uncertain/Unspecified),
73814,Iron,,24,Iron,
73813,Wood,,41,Wood (Uncertain/Unspecified),
73817,Iron,,24,Iron,
73816,Iron,,24,Iron,
73815,Wood,,41,Wood (Uncertain/Unspecified),
73818,Wood,,41,Wood (Uncertain/Unspecified),
73819,Iron,,24,Iron,
73825,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73824,Iron,,24,Iron,
73823,Iron,,24,Iron,
73822,Iron,,24,Iron,
73821,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73820,Wood,,41,Wood (Uncertain/Unspecified),
73827,Iron,,24,Iron,
73826,Wood,,41,Wood (Uncertain/Unspecified),
73828,Wood,,41,Wood (Uncertain/Unspecified),
73829,Iron,,24,Iron,
73831,Iron,,24,Iron,
73830,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73830,Other,,19,Glass,
73830,Amber/jet/shale,,3,Amber,
73836,Iron,,24,Iron,
73835,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73834,Wood,,41,Wood (Uncertain/Unspecified),
73838,Amber/jet/shale,,3,Amber,
73837,Wood,,41,Wood (Uncertain/Unspecified),
73840,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73839,Wood,,41,Wood (Uncertain/Unspecified),
73842,Iron,,24,Iron,
73841,Wood,,41,Wood (Uncertain/Unspecified),
73844,Iron,,24,Iron,
73843,Wood,,41,Wood (Uncertain/Unspecified),
73846,Iron,,24,Iron,
73845,Wood,,41,Wood (Uncertain/Unspecified),
73850,Iron,,24,Iron,
73849,Wood,,41,Wood (Uncertain/Unspecified),
73849,Iron,,24,Iron,
73848,Wood,,41,Wood (Uncertain/Unspecified),
73853,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73852,Iron,,24,Iron,
73851,Wood,,41,Wood (Uncertain/Unspecified),
73855,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73854,Wood,,41,Wood (Uncertain/Unspecified),
73858,Iron,,24,Iron,
73857,Wood,,41,Wood (Uncertain/Unspecified),
73859,Wood,,41,Wood (Uncertain/Unspecified),
73860,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73861,Wood,,41,Wood (Uncertain/Unspecified),
73862,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73863,Iron,,24,Iron,
73866,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73865,Iron,,24,Iron,
73864,Wood,,41,Wood (Uncertain/Unspecified),
73868,Iron,,24,Iron,
73867,Wood,,41,Wood (Uncertain/Unspecified),
73870,Iron,,24,Iron,
73869,Wood,,41,Wood (Uncertain/Unspecified),
73873,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73872,Pottery,,10,Pottery,
73871,Wood,,41,Wood (Uncertain/Unspecified),
73874,Wood,,41,Wood (Uncertain/Unspecified),
73875,Pottery,,10,Pottery,
73876,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73877,Iron,,24,Iron,
73887,Iron,,24,Iron,
73886,Wood,,41,Wood (Uncertain/Unspecified),
73888,Wood,,41,Wood (Uncertain/Unspecified),
73889,Pottery,,10,Pottery,
73890,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73892,Iron,,24,Iron,
73891,Wood,,41,Wood (Uncertain/Unspecified),
73894,Iron,,24,Iron,
73893,Wood,,41,Wood (Uncertain/Unspecified),
73897,Other,,19,Glass,
73896,Wood,,41,Wood (Uncertain/Unspecified),
73899,Iron,,24,Iron,
73898,Wood,,41,Wood (Uncertain/Unspecified),
73901,Wood,,41,Wood (Uncertain/Unspecified),
73902,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73903,Iron,,24,Iron,
73909,Iron,,24,Iron,
73908,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73907,Wood,,41,Wood (Uncertain/Unspecified),
73911,Pottery,,10,Pottery,
73919,Other,,19,Glass,
73918,Iron,,24,Iron,
73917,Iron,,24,Iron,
73916,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73915,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73914,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73913,Wood,,41,Wood (Uncertain/Unspecified),
73923,Iron,,24,Iron,
73878,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
73879,Pottery,,10,Pottery,
73880,Pottery,,10,Pottery,
73881,Pottery,,10,Pottery,
73925,Wood,,41,Wood (Uncertain/Unspecified),
73926,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73927,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73882,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
73884,Pottery,,10,Pottery,
73885,Pottery,,10,Pottery,
73895,Amber/jet/shale,,3,Amber,
73895,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
73904,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73905,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73929,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73928,Wood,,41,Wood (Uncertain/Unspecified),
73906,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73910,Pottery,,10,Pottery,
73912,Stone,,33,Sandstone,
73931,Iron,,24,Iron,
73920,Pottery,,10,Pottery,
73930,Wood,,41,Wood (Uncertain/Unspecified),
73921,Flint,,17,Chert / Flint,Flint
73924,Pottery,,10,Pottery,
73935,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73934,Pottery,,10,Pottery,
73933,Stone,,38,Stone (Uncertain/Unspecified),
73932,Pottery,,10,Pottery,
73936,Stone,,38,Stone (Uncertain/Unspecified),
73938,Iron,,24,Iron,
73937,Wood,,41,Wood (Uncertain/Unspecified),
73940,Iron,,24,Iron,
73939,Wood,,41,Wood (Uncertain/Unspecified),
73941,Stone,,38,Stone (Uncertain/Unspecified),
73943,Iron,,24,Iron,
73942,Wood,,41,Wood (Uncertain/Unspecified),
73945,Iron,,24,Iron,
73944,Wood,,41,Wood (Uncertain/Unspecified),
73947,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73946,Wood,,41,Wood (Uncertain/Unspecified),
73949,Iron,,24,Iron,
73948,Wood,,41,Wood (Uncertain/Unspecified),
73951,Iron,,24,Iron,
73950,Wood,,41,Wood (Uncertain/Unspecified),
73953,Other,,19,Glass,
73952,Wood,,41,Wood (Uncertain/Unspecified),
73958,Other,,19,Glass,
73957,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73956,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73955,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73954,Wood,,41,Wood (Uncertain/Unspecified),
73960,Iron,,24,Iron,
73959,Wood,,41,Wood (Uncertain/Unspecified),
73962,Iron,,24,Iron,
73961,Wood,,41,Wood (Uncertain/Unspecified),
73963,Wood,,41,Wood (Uncertain/Unspecified),
73964,Iron,,24,Iron,
73966,Iron,,24,Iron,
73965,Wood,,41,Wood (Uncertain/Unspecified),
73968,Iron,,24,Iron,
73967,Wood,,41,Wood (Uncertain/Unspecified),
73972,Other,,19,Glass,
73971,Iron,,24,Iron,
73970,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73969,Wood,,41,Wood (Uncertain/Unspecified),
73974,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73973,Wood,,41,Wood (Uncertain/Unspecified),
73976,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73975,Wood,,41,Wood (Uncertain/Unspecified),
73977,Wood,,41,Wood (Uncertain/Unspecified),
73978,Wood,,41,Wood (Uncertain/Unspecified),
73979,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73980,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
73981,Amber/jet/shale,,3,Amber,
73983,Other,,19,Glass,
73982,Wood,,41,Wood (Uncertain/Unspecified),
73985,Iron,,24,Iron,
73984,Wood,,41,Wood (Uncertain/Unspecified),
73987,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73986,Wood,,41,Wood (Uncertain/Unspecified),
73988,Wood,,41,Wood (Uncertain/Unspecified),
73989,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73990,Other,,19,Glass,
73993,Other,,19,Glass,
73992,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
73991,Wood,,41,Wood (Uncertain/Unspecified),
73997,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73996,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73995,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73994,Wood,,41,Wood (Uncertain/Unspecified),
74001,Other,,19,Glass,
74000,Iron,,24,Iron,
73999,Iron,,24,Iron,
73998,Wood,,41,Wood (Uncertain/Unspecified),
74003,Wood,,41,Wood (Uncertain/Unspecified),
74004,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74005,Iron,,24,Iron,
74008,Other,,19,Glass,
74007,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74006,Wood,,41,Wood (Uncertain/Unspecified),
74010,Iron,,24,Iron,
74009,Wood,,41,Wood (Uncertain/Unspecified),
74014,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74013,Other,,19,Glass,
74012,Pottery,,10,Pottery,
74011,Wood,,41,Wood (Uncertain/Unspecified),
74016,Iron,,24,Iron,
74015,Wood,,41,Wood (Uncertain/Unspecified),
74017,Wood,,41,Wood (Uncertain/Unspecified),
74018,Other,,19,Glass,
74022,Iron,,24,Iron,
74021,Iron,,24,Iron,
74020,Iron,,24,Iron,
74019,Wood,,41,Wood (Uncertain/Unspecified),
74024,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74023,Wood,,41,Wood (Uncertain/Unspecified),
74026,Iron,,24,Iron,
74025,Wood,,41,Wood (Uncertain/Unspecified),
74029,Iron,,24,Iron,
74028,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74027,Wood,,41,Wood (Uncertain/Unspecified),
74030,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74032,Iron,,24,Iron,
74031,Wood,,41,Wood (Uncertain/Unspecified),
74034,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
74033,Iron,,24,Iron,
74035,Wood,,41,Wood (Uncertain/Unspecified),
74036,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74037,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74038,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74039,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74040,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74041,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74042,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74043,Iron,,24,Iron,
74045,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74044,Wood,,41,Wood (Uncertain/Unspecified),
74047,Other,,19,Glass,
74046,Wood,,41,Wood (Uncertain/Unspecified),
74048,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74049,Wood,,41,Wood (Uncertain/Unspecified),
74050,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74051,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74052,Iron,,24,Iron,
74054,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74053,Wood,,41,Wood (Uncertain/Unspecified),
74056,Pottery,,10,Pottery,
74055,Wood,,41,Wood (Uncertain/Unspecified),
74059,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74058,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
74057,Wood,,41,Wood (Uncertain/Unspecified),
74061,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74060,Wood,,41,Wood (Uncertain/Unspecified),
74065,Iron,,24,Iron,
74064,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74063,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74062,Wood,,41,Wood (Uncertain/Unspecified),
74078,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74077,Iron,,24,Iron,
74076,Iron,,24,Iron,
74075,Iron,,24,Iron,
74074,Iron,,24,Iron,
74073,Iron,,24,Iron,
74072,Iron,,24,Iron,
74071,Iron,,24,Iron,
74070,Iron,,24,Iron,
74069,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74068,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74068,Iron,,24,Iron,
74068,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74067,Wood,,41,Wood (Uncertain/Unspecified),
74067,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74066,Wood,,41,Wood (Uncertain/Unspecified),
74086,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74085,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74087,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74084,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74084,Gold,,20,Gold,
74084,Other,,43,Coral/Shell,Coral
74083,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74082,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74081,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74080,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74080,Iron,,24,Iron,
74079,Wood,,41,Wood (Uncertain/Unspecified),
74094,Iron,,24,Iron,
74093,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74092,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74091,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74090,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74090,Iron,,24,Iron,
74089,Wood,,41,Wood (Uncertain/Unspecified),
74089,Iron,,24,Iron,
74088,Wood,,41,Wood (Uncertain/Unspecified),
74097,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
74096,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74095,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74095,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
74095,Other,,12,Clay,
73847,Iron,,24,Iron,
74098,Stone,,42,Chalk,
74100,Other,,48,Textile,
74099,Pottery,,10,Pottery,
74101,Iron,,24,Iron,
74102,Pottery,,10,Pottery,
74104,Other,,48,Textile,
74103,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74108,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
74105,Wood,,41,Wood (Uncertain/Unspecified),
74106,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74106,Iron,,24,Iron,
74107,Stone,,42,Chalk,
74109,Stone,,42,Chalk,
74111,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74110,Other,,19,Glass,
74114,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74113,Iron,,24,Iron,
74118,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74115,Wood,,41,Wood (Uncertain/Unspecified),
74115,Iron,,24,Iron,
74116,Iron,,24,Iron,
74116,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74117,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74130,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74132,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74129,Other,,19,Glass,
74129,Unknown,,47,Organic  (Uncertain/Unspecified),
74128,Iron,,24,Iron,
74127,Iron,,24,Iron,
74127,Other,,43,Coral/Shell,Coral
74133,Iron,,24,Iron,
74133,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74133,Other,,43,Coral/Shell,Coral
74126,Wood,,41,Wood (Uncertain/Unspecified),
74126,Iron,,24,Iron,
74126,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74133,Other,,19,Glass,
74125,Wood,,41,Wood (Uncertain/Unspecified),
74134,Pottery,,10,Pottery,
74135,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
74136,Pottery,,10,Pottery,
74137,Pottery,,10,Pottery,
74138,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74139,Unknown,,1,Unknown,
74140,Unknown,,1,Unknown,
74141,Unknown,,1,Unknown,
74142,Pottery,,10,Pottery,
74143,Pottery,,10,Pottery,
74144,Wood,,41,Wood (Uncertain/Unspecified),
74145,Wood,,41,Wood (Uncertain/Unspecified),
74146,Other,,48,Textile,
74150,Pottery,,10,Pottery,
74149,Pottery,,10,Pottery,
74148,Pottery,,10,Pottery,
74147,Pottery,,10,Pottery,
74152,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
74151,Pottery,,10,Pottery,
73922,Wood,,41,Wood (Uncertain/Unspecified),
74155,Iron,,24,Iron,
74155,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74171,Flint,,17,Chert / Flint,Flint
74170,Flint,,17,Chert / Flint,Flint
74169,Flint,,17,Chert / Flint,Flint
74167,Flint,,17,Chert / Flint,Flint
74166,Flint,,17,Chert / Flint,Flint
74165,Pottery,,10,Pottery,
74164,Flint,,17,Chert / Flint,Flint
74163,Flint,,17,Chert / Flint,Flint
74162,Flint,,17,Chert / Flint,Flint
74161,Flint,,17,Chert / Flint,Flint
74160,Flint,,17,Chert / Flint,Flint
74159,Flint,,17,Chert / Flint,Flint
74158,Flint,,17,Chert / Flint,Flint
74172,Pottery,,10,Pottery,
74173,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
74174,Wood,,41,Wood (Uncertain/Unspecified),
74176,Wood,,41,Wood (Uncertain/Unspecified),
74177,Wood,,41,Wood (Uncertain/Unspecified),
74178,Wood,,41,Wood (Uncertain/Unspecified),
74179,Wood,,41,Wood (Uncertain/Unspecified),
74180,Wood,,41,Wood (Uncertain/Unspecified),
74181,Wood,,41,Wood (Uncertain/Unspecified),
74182,Wood,,41,Wood (Uncertain/Unspecified),
74183,Wood,,41,Wood (Uncertain/Unspecified),
74184,Wood,,41,Wood (Uncertain/Unspecified),
74185,Wood,,41,Wood (Uncertain/Unspecified),
74186,Wood,,41,Wood (Uncertain/Unspecified),
74187,Wood,,41,Wood (Uncertain/Unspecified),
74188,Wood,,41,Wood (Uncertain/Unspecified),
74189,Wood,,41,Wood (Uncertain/Unspecified),
74190,Wood,,41,Wood (Uncertain/Unspecified),
74191,Wood,,41,Wood (Uncertain/Unspecified),
74192,Wood,,41,Wood (Uncertain/Unspecified),
74193,Wood,,41,Wood (Uncertain/Unspecified),
74194,Wood,,41,Wood (Uncertain/Unspecified),
74195,Wood,,41,Wood (Uncertain/Unspecified),
74196,Wood,,41,Wood (Uncertain/Unspecified),
74197,Wood,,41,Wood (Uncertain/Unspecified),
74198,Wood,,41,Wood (Uncertain/Unspecified),
74199,Wood,,41,Wood (Uncertain/Unspecified),
74201,Wood,,41,Wood (Uncertain/Unspecified),
74200,Wood,,41,Wood (Uncertain/Unspecified),
74202,Wood,,41,Wood (Uncertain/Unspecified),
74203,Wood,,41,Wood (Uncertain/Unspecified),
74204,Wood,,41,Wood (Uncertain/Unspecified),
74205,Wood,,41,Wood (Uncertain/Unspecified),
74206,Wood,,41,Wood (Uncertain/Unspecified),
74207,Wood,,41,Wood (Uncertain/Unspecified),
74208,Wood,,41,Wood (Uncertain/Unspecified),
74209,Wood,,41,Wood (Uncertain/Unspecified),
74210,Wood,,41,Wood (Uncertain/Unspecified),
74211,Wood,,41,Wood (Uncertain/Unspecified),
74212,Wood,,41,Wood (Uncertain/Unspecified),
74213,Wood,,41,Wood (Uncertain/Unspecified),
74214,Wood,,41,Wood (Uncertain/Unspecified),
74215,Wood,,41,Wood (Uncertain/Unspecified),
74216,Wood,,41,Wood (Uncertain/Unspecified),
74217,Wood,,41,Wood (Uncertain/Unspecified),
74218,Wood,,41,Wood (Uncertain/Unspecified),
74219,Wood,,41,Wood (Uncertain/Unspecified),
74220,Wood,,41,Wood (Uncertain/Unspecified),
74221,Wood,,41,Wood (Uncertain/Unspecified),
74222,Wood,,41,Wood (Uncertain/Unspecified),
74223,Wood,,41,Wood (Uncertain/Unspecified),
74224,Wood,,41,Wood (Uncertain/Unspecified),
74225,Wood,,41,Wood (Uncertain/Unspecified),
74226,Wood,,41,Wood (Uncertain/Unspecified),
74227,Wood,,41,Wood (Uncertain/Unspecified),
74228,Wood,,41,Wood (Uncertain/Unspecified),
74229,Wood,,41,Wood (Uncertain/Unspecified),
74230,Wood,,41,Wood (Uncertain/Unspecified),
74231,Wood,,41,Wood (Uncertain/Unspecified),
74232,Wood,,41,Wood (Uncertain/Unspecified),
74233,Wood,,41,Wood (Uncertain/Unspecified),
74234,Wood,,41,Wood (Uncertain/Unspecified),
74235,Wood,,41,Wood (Uncertain/Unspecified),
74236,Wood,,41,Wood (Uncertain/Unspecified),
74237,Wood,,41,Wood (Uncertain/Unspecified),
74238,Wood,,41,Wood (Uncertain/Unspecified),
74239,Wood,,41,Wood (Uncertain/Unspecified),
74240,Wood,,41,Wood (Uncertain/Unspecified),
74241,Wood,,41,Wood (Uncertain/Unspecified),
74242,Wood,,41,Wood (Uncertain/Unspecified),
74243,Wood,,41,Wood (Uncertain/Unspecified),
74244,Wood,,41,Wood (Uncertain/Unspecified),
74245,Wood,,41,Wood (Uncertain/Unspecified),
74246,Wood,,41,Wood (Uncertain/Unspecified),
74247,Wood,,41,Wood (Uncertain/Unspecified),
74248,Wood,,41,Wood (Uncertain/Unspecified),
74249,Wood,,41,Wood (Uncertain/Unspecified),
74250,Wood,,41,Wood (Uncertain/Unspecified),
74251,Wood,,41,Wood (Uncertain/Unspecified),
74252,Wood,,41,Wood (Uncertain/Unspecified),
74253,Wood,,41,Wood (Uncertain/Unspecified),
74254,Wood,,41,Wood (Uncertain/Unspecified),
74255,Wood,,41,Wood (Uncertain/Unspecified),
74256,Wood,,41,Wood (Uncertain/Unspecified),
74257,Wood,,41,Wood (Uncertain/Unspecified),
74258,Wood,,41,Wood (Uncertain/Unspecified),
74259,Wood,,41,Wood (Uncertain/Unspecified),
74260,Wood,,41,Wood (Uncertain/Unspecified),
74261,Wood,,41,Wood (Uncertain/Unspecified),
74262,Wood,,41,Wood (Uncertain/Unspecified),
74263,Wood,,41,Wood (Uncertain/Unspecified),
74264,Wood,,41,Wood (Uncertain/Unspecified),
74265,Wood,,41,Wood (Uncertain/Unspecified),
74266,Wood,,41,Wood (Uncertain/Unspecified),
74267,Wood,,41,Wood (Uncertain/Unspecified),
74268,Wood,,41,Wood (Uncertain/Unspecified),
74269,Wood,,41,Wood (Uncertain/Unspecified),
74270,Wood,,41,Wood (Uncertain/Unspecified),
74271,Wood,,41,Wood (Uncertain/Unspecified),
74272,Wood,,41,Wood (Uncertain/Unspecified),
74273,Wood,,41,Wood (Uncertain/Unspecified),
74274,Wood,,41,Wood (Uncertain/Unspecified),
74275,Wood,,41,Wood (Uncertain/Unspecified),
74276,Wood,,41,Wood (Uncertain/Unspecified),
74277,Wood,,41,Wood (Uncertain/Unspecified),
74278,Wood,,41,Wood (Uncertain/Unspecified),
74279,Wood,,41,Wood (Uncertain/Unspecified),
74280,Wood,,41,Wood (Uncertain/Unspecified),
74281,Wood,,41,Wood (Uncertain/Unspecified),
74282,Wood,,41,Wood (Uncertain/Unspecified),
74283,Wood,,41,Wood (Uncertain/Unspecified),
74284,Wood,,41,Wood (Uncertain/Unspecified),
74285,Wood,,41,Wood (Uncertain/Unspecified),
74286,Wood,,41,Wood (Uncertain/Unspecified),
74287,Wood,,41,Wood (Uncertain/Unspecified),
74288,Wood,,41,Wood (Uncertain/Unspecified),
74289,Wood,,41,Wood (Uncertain/Unspecified),
74290,Wood,,41,Wood (Uncertain/Unspecified),
74291,Wood,,41,Wood (Uncertain/Unspecified),
74292,Wood,,41,Wood (Uncertain/Unspecified),
74293,Wood,,41,Wood (Uncertain/Unspecified),
74294,Wood,,41,Wood (Uncertain/Unspecified),
74295,Wood,,41,Wood (Uncertain/Unspecified),
